ORPHA_Number,ORPHA_URL,Nombre_Orphanet,CIE10_Orphanet,Numero_Colombia,Nombre_Colombia,CIE10_Colombia,Tipo_Match,Similitud,Observaciones_Colombia
,,Síndrome de trisomía 12p,Q92.3,752,Duplicación 12p,Q92.3,nombre_exacto,1.0,Código corregido de 0923 a Q923
,,Síndrome de duplicación terminal 6p,Q92.3,753,Duplicación 6p,Q92.3,nombre_exacto,1.0,Código corregido de 0923 a Q923
,,Síndrome de duplicación de cejas-sindactilia,Q87.8,754,Duplicación de cejas - sindactilia,XXXX,nombre_exacto,1.0,
,,Perforación intestinal espontánea,K63.1,755,Duplicación de la pierna y del pie en espejo,Q74.8,nombre_exacto,1.0,Código corregido de 0748 a Q748
,,Ectopia tiroidea,E03.1,758,Ectopia tiroidea,E03.1,nombre_exacto,1.0,
,,Síndrome EEC,Q82.4,759,Ectrodactilia displasia ectodérmica,Q82.4,nombre_exacto,1.0,Código corregido de 0824 a Q824
,,Displasia diastrófica,Q77.5,765,Enanismo diastrófico,Q77.5,nombre_exacto,1.0,Código corregido de 0775 a Q775
,,Talla baja significativa hiperostótica de Lenz-Majewski,Q87.1,766,Enanismo hiperostótico de Lenz-Majewski,Q87.1,nombre_exacto,1.0,Código corregido de 0871 a Q871
,,Displasia metatrópica,Q77.8,767,Enanismo metatrópico,Q77.8,nombre_exacto,1.0,Código corregido de 0778 a Q778
,,Talla baja significativa primordial osteodisplásica microcefálica tipos I y III,Q87.1,768,Enanismo microcefálico osteodisplásico primordial,Q87.1,nombre_exacto,1.0,Código corregido de 0871 a Q871
,,Fisura labiopalatina,"Q37.0, Q37.4, Q37.5, Q37.8, Q37.9, Q37.1, Q37.2, Q37.3",770,Enanismo retraso mental anomalias oculares fisura labiopalatina,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Displasia tanatofórica,Q77.1,771,Enanismo tanatofórico,Q77.1,nombre_exacto,1.0,Código corregido de 0771 a Q771
,,Encefalitis de Rasmussen,G04.8,772,Encefalitis focal de Rasmussen,G04.8,nombre_exacto,1.0,
,,Encefalopatía aguda necrosante familiar,G93.4,774,Encefalopatía aguda necrosante familiar,G93.8,nombre_exacto,1.0,
,,"Encefalopatía con cuerpos de inclusión de neuroserpina, forma familiar",G31.8,775,"Encefalopatía con cuerpos de inclusión de neuroserpina, forma familiar",G31.8,nombre_exacto,1.0,
,,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,783,Encefalopatia provocada por Déficit de sulfito oxidasa,E72.1,nombre_exacto,1.0,
,,Osteomielitis multifocal estéril con periostitis y pustulosis,D84.8,787,Enfermedad autoinfiamatoria debido a deficiencia de antagonista del receptor de interleuquina 1,Q84.8,nombre_exacto,1.0,Código corregido de 0848 a Q848
,,Enfermedad de Alexander,G93.8,788,Enfermedad de Alexander,E75.2,nombre_exacto,1.0,
,,Enfermedad de almacenamiento de glucógeno por deficiencia de fosforilasa quinasa muscular,E74.0,789,Enfermedad de almacenamiento de glucógeno por Déficit de fosforilasa quinasa muscular,E74.0,nombre_exacto,1.0,
,,Distrofia viteliforme macular de Best,H35.5,792,Enfermedad de Best,H35.5,nombre_exacto,1.0,
,,Enfermedad de Canavan,E75.2,795,Enfermedad de Canavan,E75.2,nombre_exacto,1.0,
,,Enfermedad de Caroli,Q44.6,796,Enfermedad de Caroli,Q44.6,nombre_exacto,1.0,Código corregido de 0446 a Q446
,,Enfermedad de Castleman,D47.7,797,Enfermedad de Castleman,D36.0,nombre_exacto,1.0,
,,Enfermedad de Coats,H35.0,798,Enfermedad de Coats,H35.0,nombre_exacto,1.0,
,,Enfermedad de Creutzfeldt-Jakob esporádica,A81.0,799,Enfermedad de Creutzfeldt-Jakob,A81.0,nombre_exacto,1.0,
,,NO ES ENFERMEDAD RARA EN EUROPA: Enfermedad de Crohn,,800,Enfermedad de Crohn,K50.9,nombre_exacto,1.0,
,,Enfermedad de Cushing,"E24.0, D35.2",802,Enfermedad de Cushing,E24.0,nombre_exacto,1.0,
,,Enfermedad de Darier,Q82.8,803,Enfermedad de Darier,Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
,,Enfermedad de Dent,N25.8,804,Enfermedad de Dent,N25.8,nombre_exacto,1.0,
,,Enfermedad de Danon,E74.0,805,Enfermedad de depósito de glucógeno por Déficit de LAMP-2,E74.0,nombre_exacto,1.0,
,,Enfermedad lisosomal,,806,Enfermedad de depósito lisosomal no especificada,E75.2,nombre_exacto,1.0,
,,Trastorno del espectro de la neuromielitis óptica,G36.0,807,Neuromielitis óptica espectro,Q36.0,nombre_exacto,1.0,Código corregido de 0360 a Q360
,,Enfermedad neuroectodérmica melanolisosomal,L81.4,808,Enfermedad de Elejalde,L81.4,nombre_exacto,1.0,
,,Enfermedad de Erdheim-Chester,D76.3,809,Enfermedad de Erdheim-Chester,Q76.3,nombre_exacto,1.0,Código corregido de 0763 a Q763
,,Enfermedad de Fabry,E75.2,810,Enfermedad de Fabry,E75.2,nombre_exacto,1.0,
,,Enfermedad de Gaucher,E75.2,811,Enfermedad de Gaucher,E75.2,nombre_exacto,1.0,
,,Enfermedad de Gaucher,E75.2,812,Enfermedad de Gaucher - oftalmoplejía - calcificación cardiovascular,E75.2,nombre_exacto,1.0,
,,Enfermedad de Gaucher tipo 1,E75.2,813,Enfermedad de Gaucher tipo 1,E75.2,nombre_exacto,1.0,
,,Enfermedad de Gaucher tipo 2,E75.2,814,Enfermedad de Gaucher tipo 2,E75.2,nombre_exacto,1.0,
,,Enfermedad de Gaucher tipo 3,E75.2,815,Enfermedad de Gaucher tipo 3,E75.2,nombre_exacto,1.0,
,,Enfermedad de Huntington,G10,819,Enfermedad de Huntington,G1OX,nombre_exacto,1.0,
,,Enfermedad de Kennedy,G12.2,821,Enfermedad de Kennedy,Q12.2,nombre_exacto,1.0,Código corregido de 0122 a Q122
,,Enfermedad de Kimura,"D21.9, I89.8",822,Enfermedad de Kimura,I89.8,nombre_exacto,1.0,
,,Enfermedad de Krabbe,E75.2,823,Enfermedad de Krabbe,E75.2,nombre_exacto,1.0,
,,NO ES ENFERMEDAD RARA EN EUROPA: Síndrome de enfermedad de la arteria coronaria-hiperlipidemia-hipertensión-diabetes-osteoporosis,,824,Enfermedad de la arteria coronaria - hiperlipidemia - hipertensión - diabetes - osteoporosis,XXXX,nombre_exacto,1.0,
,,Enfermedad de la motoneurona inferior autosómica recesiva de la infancia,G12.2,825,Enfermedad de la motoneurona inferior autosómica recesiva de la infancia,G12.2,nombre_exacto,1.0,
,,OBSOLETO: Enfermedad de Letterer-Siwe,,827,Enfermedad de Letterer-Siwe,C96.0,nombre_exacto,1.0,
,,Enfermedad de Lhermitte-Duclos,Q04.8,828,Enfermedad de Lhermitte-Duclos,Q04.8,nombre_exacto,1.0,
,,Enfermedad de Niemann-Pick tipo C,E75.2,832,Enfermedad de Niemann-Pick,E75.2,nombre_exacto,1.0,
,,Deficiencia de esfingomielinasa ácida neurovisceral infantil,E75.2,833,Enfermedad de Niemann-Pick tipo A,E75.2,nombre_exacto,1.0,
,,Deficiencia de esfingomielinasa ácida visceral crónica,E75.2,834,Enfermedad de Niemann-Pick tipo B,E75.2,nombre_exacto,1.0,
,,Enfermedad de Niemann-Pick tipo C,E75.2,835,Enfermedad de Niemann-Pick tipo C,E75.2,nombre_exacto,1.0,
,,Enfermedad de la orina con olor a jarabe de arce,E71.0,837,Enfermedad de orina con olor a jarabe de arce,E71.0,nombre_exacto,1.0,
,,Enfermedad de Paget juvenil,"M88.0, M88.8, M88.9",838,Enfermedad de Paget juvenil,M88.9,nombre_exacto,1.0,
,,Enfermedad de Pelizaeus-Merzbacher,E75.2,839,Enfermedad de Pelizaeus-Merzbacher,E75.2,nombre_exacto,1.0,
,,Enfermedad de almacenamiento de glucógeno por deficiencia de maltasa ácida,E74.0,840,Enfermedad de Pompe,E74.0,nombre_exacto,1.0,
,,Enfermedad de Pyle,Q78.5,841,Enfermedad de Pyle,Q78.5,nombre_exacto,1.0,Código corregido de 0785 a Q785
,,Enfermedad de Refsum,G60.1,842,Enfermedad de Refsum,G60.1,nombre_exacto,1.0,
,,Enfermedad de Refsum,G60.1,843,"Enfermedad de Refsum, forma infantil",G60.1,nombre_exacto,1.0,
,,Enfermedad de Sandhoff,E75.0,845,Enfermedad de Sandhoff,E75.0,nombre_exacto,1.0,
,,Enfermedad de Stargardt,H35.5,847,Enfermedad de Stargardt,H35.5,nombre_exacto,1.0,
,,Enfermedad de Still del adulto,M06.1,848,Enfermedad de Still del adulto,M06.1,nombre_exacto,1.0,
,,Arteritis de Takayasu,M31.4,849,Enfermedad de Takayasu,M31.4,nombre_exacto,1.0,
,,Enfermedad de Tangier,E78.6,850,Enfermedad de Tangier,E78.6,nombre_exacto,1.0,
,,Enfermedad de Tay-Sachs,E75.0,851,Enfermedad de Tay-Sachs,E75.0,nombre_exacto,1.0,
,,Enfermedad de Thomsen y Becker,G71.1,852,Enfermedad de Thomsen y Becker,G71.1,nombre_exacto,1.0,
,,Epilepsia mioclónica progresiva tipo 1,G40.3,853,Enfermedad de Unverricht-Lundborg,G40.3,nombre_exacto,1.0,
,,Enfermedad de Upington,M91.8,854,Enfermedad de Upington,M91.8,nombre_exacto,1.0,
,,Enfermedad de Von Hippel-Lindau,Q85.8,855,Enfermedad de von Hippel-Lindau,Q85.8,nombre_exacto,1.0,Código corregido de 0858 a Q858
,,Enfermedad de Von Willebrand,D68.0,856,Enfermedad de Von Willebrand,D68.0,nombre_exacto,1.0,
,,Enfermedad de Von Willebrand,D68.0,857,Enfermedad de Von Willebrand adquirida,D68.4,nombre_exacto,1.0,
,,Enfermedad de Whipple,"M14.8*, K90.8+",859,Enfermedad de Whipple,K90.8,nombre_exacto,1.0,
,,Enfermedad de Wilson,E83.0,860,Enfermedad de Wilson,E83.0,nombre_exacto,1.0,
,,Enfermedad de Wolman,E75.5,861,Enfermedad de Wolman,E75.5,nombre_exacto,1.0,
,,Complejo esclerosis tuberosa,Q85.1,862,Enfermedad del rifion poliquistico autosómica dominante de tipo 1 y con esclerosis tuberosa,XXXX,nombre_exacto,1.0,
,,Enfermedad medular,,863,"Enfermedad del riñón quistico medular, autosómica recesiva",Q61.1,nombre_exacto,1.0,
,,Enfermedad leucoproliferativa autoinmune asociada a RAS,D72.8,867,Enfermedad leuco-proliferativa autoinmune asociada RAS (RALD),D72.8,nombre_exacto,1.0,
,,Enfermedad mitocondrial,,868,Enfermedad mitocondrial fatal debida a una deficiencia de fosforilación oxidativa tipo 3 combinada,E88.8,nombre_exacto,1.0,
,,Enfermedad mitocondrial,,869,Enfermedad mitocondrial no especificada,XXXX,nombre_exacto,1.0,
,,Enfermedad mixta del tejido conectivo,M35.1,870,Enfermedad mixta del tejido conectivo,M35.1,nombre_exacto,1.0,
,,Enfermedad medular,,874,Enfermedad quistica medular autosómica dominante,Q61.5,nombre_exacto,1.0,
,,Enfermedad veno-oclusiva hepática,K76.5,875,Enfermedad veno-oclusiva hepática,K76.5,nombre_exacto,1.0,
,,Enfisema lobar congénito,Q33.8,878,Enfisema lobar congénito,Q33.8,nombre_exacto,1.0,
,,Epidermólisis ampollosa distrófica,Q81.2,881,Epidermólisis ampollosa distrófica,Q81.2,nombre_exacto,1.0,
,,Epidermólisis ampollosa hereditaria,,883,Epidermólisis ampollosa hereditaria,Q81.8,nombre_exacto,1.0,
,,Epidermólisis ampollosa juntural,,884,Epidermólisis ampollosa juntural,Q81.8,nombre_exacto,1.0,
,,Amelogénesis imperfecta,K00.5,886,Epilepsia demencia amelogénesis imperfecta,G40.8,nombre_exacto,1.0,
,,Síndrome de epilepsia-microcefalia-displasia esquelética,Q87.8,887,Epilepsia microcefalia displasia esquelética,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Síndrome de Dravet,G40.4,888,Epilepsia mioclónica de la infancia,G40.3,nombre_exacto,1.0,
,,Eritromelalgia primaria,I73.8,889,"Eritermalgia, primaria",I73.8,nombre_exacto,1.0,
,,Ictiosis epidermolítica autosómica dominante,Q80.3,890,Eritrodermia congénita ictiosiforme ampollosa,Q80.2,nombre_exacto,1.0,
,,Eritrodermia congénita letal,Q82.8,891,Eritrodermia congénita letal,Q82.8,nombre_exacto,1.0,
,,Ataxia espinocerebelosa tipo 34,G11.1,892,Eritroqueratodermia ataxia,G11.1,nombre_exacto,1.0,
,,Eritroqueratodermia variable,Q82.8,893,Eritroqueratodermia variable de Mendes da Costa,Q82.8,nombre_exacto,1.0,
,,Erliquiosis,A48.8,894,Erliquiosis,A48.8,nombre_exacto,1.0,
,,Craneosinostosis sagital no sindrómica,Q75.0,895,Escafocefalia aislada,Q75.0,nombre_exacto,1.0,Código corregido de 0750 a Q750
,,Esclerosis lateral amiotrófica,G12.2,897,Esclerosis lateral amiotrófica,G12.2,nombre_exacto,1.0,
,,Esclerosis lateral primaria,G12.2,898,Esclerosis lateral primaria,G12.2,nombre_exacto,1.0,
,,NO ES ENFERMEDAD RARA EN EUROPA: Esclerosis múltiple,G35,899,Esclerosis Múltiple,G35X,nombre_exacto,1.0,
,,Síndrome de esclerosis múltiple-ictiosis-deficiencia del factor VIII,G37.8,900,Esclerosis múltiple - ictiosis - deficiencia del factor VIII,G37.8,nombre_exacto,1.0,
,,Esclerosis sistémica cutánea difusa,M34.0,901,Esclerosis sistémica cutánea difusa,M34.0,nombre_exacto,1.0,
,,Esclerosis sistémica cutánea limitada,M34.1,902,Esclerosis sistémica cutánea limitada,L94.0,nombre_exacto,1.0,
,,Complejo esclerosis tuberosa,Q85.1,903,Esclerosis tuberosa,Q85.1,nombre_exacto,1.0,Código corregido de 0851 a Q851
,,Esferocitosis hereditaria,D58.0,904,Esferocitosis hereditaria,D58.0,nombre_exacto,1.0,
,,Distrofia corneal,H18.5,906,Espino cerebelosa Degeneración distrofia corneal,G11.1,nombre_exacto,1.0,
,,Espondiloencondrodisplasia,Q77.7,907,Espondyloenchondro-displasia con desrequlación inmune (SPENCD),Q77.7,nombre_exacto,1.0,Código corregido de 0777 a Q777
,,Estenosis valvular pulmonar congénita,Q22.1,913,Estenosis pulmonar valvular,Q22.1,nombre_exacto,1.0,Código corregido de 0221 a Q221
,,Estesioneuroblastoma,C30.0,915,Estesioneuroblastoma,C30.0,nombre_exacto,1.0,
,,Estomatocitosis hereditaria,,916,Estomatocitosis hereditaria con hematies hiperhidratados,D58.8,nombre_exacto,1.0,
,,Fallo autonómico puro,G90.8,917,Fallo autonómico puro,G90.3,nombre_exacto,1.0,
,,Malformación aislada de mano hendida-pie hendido,Q74.8,919,Fémur bífido ectrodactilia monodactilia,Q74.8,nombre_exacto,1.0,
,,Fenilcetonuria,"E70.0, E70.1",920,Fenilcetonuria,E70.0,nombre_exacto,1.0,
,,Fibrocondrogénesis,Q77.7,922,Fibrocondrogénesis,Q77.7,nombre_exacto,1.0,
,,Fibrofoliculomas múltiples familiares,,924,Fibrofoliculomas múltiples familiares,D23.9,nombre_exacto,1.0,
,,Fibromatosis hialina juvenil,M72.8,927,Fibromatosis hialina juvenil,M72.8,nombre_exacto,1.0,
,,Síndrome de fibrosis pulmonar-hiperplasia hepática-hipoplasia de médula ósea,J84.1,928,Fibrosis pulmonar - hiperplasia hepática - hipoplasia de médula ósea,XXXX,nombre_exacto,1.0,
,,"Síndrome de fibrosis pulmonar-inmunodeficiencia-disgenesia gonadal 46,XX",D82.8,929,Fibrosis pulmonar - inmunodeficiencia - disgenesia gonadal,D82.8,nombre_exacto,1.0,
,,Fibrosis pulmonar idiopática,J84.1,930,Fibrosis pulmonar idiopática,J84.1,nombre_exacto,1.0,
,,Fiebre botonosa,A77.1,932,Fiebre botonosa,A77.1,nombre_exacto,1.0,
,,Fiebre mediterránea familiar,E85.0,933,Fiebre mediterránea familiar,E85.0,nombre_exacto,1.0,
,,Fiebre reumática,"I00, I01.0, I01.1, I01.2, I01.8, I01.9",934,Fiebre reumática,I00X,nombre_exacto,1.0,
,,Fisura labiopalatina,"Q37.0, Q37.4, Q37.5, Q37.8, Q37.9, Q37.1, Q37.2, Q37.3",938,Fisura labiopalatina malrotación cardiopatia,Q87.8,nombre_exacto,1.0,
,,Foramina parietal con hipoplasia clavicular,Q74.0,944,Foramina parietal,Q75.8,nombre_exacto,1.0,
,,Enfermedad de Gaucher,E75.2,945,Forma perinatal-letal de la enfermedad de Gaucher,E75.2,nombre_exacto,1.0,
,,Síndrome de fotosensibilidad cutánea-colitis letal,L57.8,948,Fotosensibilidad cutánea colitis letal,L57.8,nombre_exacto,1.0,
,,Síndrome de Bruck,M21.8,949,Fragilidad ósea contracturas articulares,M21.8,nombre_exacto,1.0,
,,Fructosuria esencial,E74.1,950,Fructosuria,E74.1,nombre_exacto,1.0,
,,Fucosidosis,E77.1,951,Fucosidosis,E77.1,nombre_exacto,1.0,
,,Síndrome de fusión posterior de las vértebras lumbosacras-blefaroptosis,Q87.5,952,Fusión posterior de las vértebras lumbosacras - blefaroptosis,Q87.5,nombre_exacto,1.0,Código corregido de 0875 a Q875
,,Fusión vertebral anterior progresiva no infecciosa,Q87.8,953,Fusión vertebral anterior progresiva no infecciosa,Q87.8,nombre_exacto,1.0,
,,Galactosemia,,954,Galactosemia,E74.2,nombre_exacto,1.0,
,,Gangliosidosis,,955,Gangliosidosis tipo 1,E75.1,nombre_exacto,1.0,
,,Gangliosidosis,,956,Gangliosidosis tipo 2,E75.1,nombre_exacto,1.0,
,,Gangliosidosis,,957,Gangliosidosis tipo 3,E75.1,nombre_exacto,1.0,
,,Gastrosquisis,Q79.3,959,Gastrosquisis,Q79.3,nombre_exacto,1.0,
,,Gerodermia osteodisplástica,Q82.8,960,Gerodermia osteodisplástica,Q82.8,nombre_exacto,1.0,
,,Síndrome de Sotos,Q87.3,961,Gigantismo cerebral quistes maxilares,Q04.8,nombre_exacto,1.0,
,,Síndrome de glaucoma-apnea del sueño,H40.8,962,Glaucoma - apnea del sueño,XXXX,nombre_exacto,1.0,
,,Enfermedad de almacenamiento de glucógeno por deficiencia de glucosa-6-fosfatasa,E74.0,966,Glucogenosis tipo 1,E74.0,nombre_exacto,1.0,
,,Enfermedad de almacenamiento de glucógeno por deficiencia de maltasa ácida,E74.0,967,Glucogenosis tipo 2,E74.0,nombre_exacto,1.0,
,,Granuloma chalazodérmico,C84.0,968,Granuloma chalazodérmico,C84.0,nombre_exacto,1.0,
,,Neuritis óptica aislada recurrente,,970,Hamartomatosis quistica de pulmón y riñon,Q85.8,nombre_exacto,1.0,
,,Hemangiomatosis neonatal difusa,Q82.8,971,Hemangiomatosis neonatal difusa,D18.0,nombre_exacto,1.0,
,,Hemicrania paroxística,G44.0,973,Hemicrania paroxística,G44.8,nombre_exacto,1.0,
,,Fisura labiopalatina,"Q37.0, Q37.4, Q37.5, Q37.8, Q37.9, Q37.1, Q37.2, Q37.3",976,Hemimelia tibial fisura labiopalatina,Q87.8,nombre_exacto,1.0,
,,Hemiplejia alternante,,977,Hemiplejia alternante familiar nocturna benigna infantil,G81.9,nombre_exacto,1.0,
,,Hemoglobinuria paroxística nocturna,D59.5,979,Hemoglobinuria paroxística nocturna,D59.5,nombre_exacto,1.0,
,,Hendidura laringotraqueoesofágica,Q32.1,982,Hendidura laringotraqueoesofágica,Q32.1,nombre_exacto,1.0,
,,Hepatitis autoinmune,K75.4,983,Hepatitis crónica autoinmune,K75.4,nombre_exacto,1.0,
,,Hernia diafragmática congénita,Q79.0,985,Hernia diafragmática,Q79.0,nombre_exacto,1.0,Código corregido de 0790 a Q790
,,Heterotaxia,Q89.3,987,Heterotaxia,Q89.3,nombre_exacto,1.0,Código corregido de 0893 a Q893
,,Síndrome de hidrocefalia-displasia costoventral-anomalía de Sprengel,Q87.8,988,Hidrocefalia - displasia costoventral - anomalía de Sprengel,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Síndrome de hidrocefalia-talla alta-hiperlaxitud,Q87.8,990,Hidrocefalia talla alta hiperlaxitud,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Hipercolesterolemia familiar homocigota,E78.0,994,Hipercolesterolemia familiar homocigota,E78.0,nombre_exacto,1.0,
,,Síndrome de hiperekplexia-epilepsia,G25.8,995,Hiperekplexia - epilepsia,G25.8,nombre_exacto,1.0,
,,Síndrome de hiperferritinemia hereditaria-catarata,H26.0,998,Hiperferritinemia hereditaria con cataratas congénitas,H26.0,nombre_exacto,1.0,
,,Hiperinmunoglobulinemia D con fiebre periódica,E85.0,1000,Hiperinmunoglobulinemia D con fiebre recurrente,E85.0,nombre_exacto,1.0,
,,Hiperlipoproteinemia tipo 1,,1002,Hiperlipoproteinemia tipo 1,E78.3,nombre_exacto,1.0,
,,Disbetalipoproteinemia,E78.2,1003,Hiperlipoproteinemia tipo 3,E78.2,nombre_exacto,1.0,
,,Hiperoxaluria primaria,E74.8,1005,Hiperoxaluria,E74.8,nombre_exacto,1.0,
,,Hiperoxaluria primaria,E74.8,1006,Hiperoxaluria primaria de tipo 1,E74.8,nombre_exacto,1.0,
,,Hiperplasia nodular regenerativa del hígado,K76.8,1007,Hiperplasia regenerativa nodular,K76.8,nombre_exacto,1.0,
,,Hiperplasia suprarrenal congénita,E25.0,1008,Hiperplasia suprarrenal congénita,E25.0,nombre_exacto,1.0,
,,Síndrome de queratodermia palmoplantar-sordera,Q82.8,1011,Hiperqueratosis palmoplantar sordera,Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
,,Hipersomnia idiopática,G47.1,1012,Hipersomnia idiopática,F51.1,nombre_exacto,1.0,
,,Hipertricosis cervical anterior aislada,L68.2,1016,Hipertricosis cervical anterior aislada,L68.2,nombre_exacto,1.0,
,,Síndrome de hipertricosis cervical-neuropatía periférica,G60.0,1017,Hipertricosis cervical neuropatía,G60.0,nombre_exacto,1.0,
,,Hipertricosis cubital,Q84.2,1018,Hipertricosis cubital tafia baja,Q84.2,nombre_exacto,1.0,Código corregido de 0842 a Q842
,,Hipo crónico,G25.8,1021,Hipo crónico,G25.3,nombre_exacto,1.0,
,,Hipofosfatasia,E83.3,1023,Hipofosfatasia,E83.3,nombre_exacto,1.0,
,,Hipoglucemia hiperinsulinémica,,1026,Hipoglucemia hiperinsulinémica persistente de la infancia,E16.1,nombre_exacto,1.0,
,,Hipogonadismo hipogonadotrópico congénito,,1028,Hipogonadismo hipogonadotrópico congénito,E23.0,nombre_exacto,1.0,
,,"Hipomagnesemia aislada autosómica dominante, tipo Glaudemans",E83.4,1029,Hipomagnesemia aislada dominante,E83.4,nombre_exacto,1.0,
,,OBSOLETO: Hipomagnesemia primaria genética con normocalciuria,,1030,Hipomagnesemia con normocalciuria,E83.4,nombre_exacto,1.0,
,,Síndrome de hipomielinización-catarata congénita,G37.8,1031,Hipomielinización - catarata congénita,G37.8,nombre_exacto,1.0,
,,Síndrome de hipoparatiroidismo-sordera neurosensorial-enfermedad renal,Q87.8,1034,Hipoparatiroidismo - sordera - enfermedad renal,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Hipoparatiroidismo aislado familiar por deficiencia de secreción de PTH,E20.8,1035,Hipoparatiroidismo familiar aislado,E20.8,nombre_exacto,1.0,
,,Hipoparatiroidismo aislado familiar,E20.8,1036,Hipoparatiroidismo familiar aislado debido a agenesia de la glándula paratiroidea,E20.8,nombre_exacto,1.0,
,,Síndrome de megavejiga-microcolon-hipoperistaltismo intestinal,Q43.8,1037,Hipoperistaltismo intestinal - microcolon - hidronefrosis,Q43.8,nombre_exacto,1.0,
,,OBSOLETO: Síndrome de hipopituitarismo-polidactilia postaxial,,1039,Hipopituitarismo polidactilia postaxial,Q87.8,nombre_exacto,1.0,
,,Hipoplasia dérmica focal,Q82.8,1041,Hipoplasia dérmica focal,Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
,,Síndrome de hipoplasia foveal-catarata presenil,H26.0,1042,Hipoplasia foveal catarata presenil,H26.0,nombre_exacto,1.0,
,,Hipoplasia pontocerebelosa tipo 4,Q04.3,1043,Hipoplasia olivopontocerebelosa letal,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
,,Hipoplasia pontocerebelosa tipo 4,Q04.3,1045,Hipoplasia pontocerebelosa tipo 4,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
,,Hipoplasia pontocerebelosa tipo 5,,1046,Hipoplasia pontocerebelosa tipo 5,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
,,Hipoplasia pontocerebelosa tipo 6,Q04.3,1047,Hipoplasia pontocerebelosa tipo 6,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
,,Hipoplasia tiroidea,E03.1,1048,Hipoplasia tiroidea,E03.1,nombre_exacto,1.0,
,,Síndrome de hipospadias-hipertelorismo-coloboma y sordera,,1050,Hipospadias - hipertelorismo - coloboma y sordera,Q87.0,nombre_exacto,1.0,Código corregido de 0870 a Q870
,,Cistinuria,E72.0,1052,Hipotonia - Síndrome de cistinuria,E72.0,nombre_exacto,1.0,
,,Hipotonia con acidemia láctica e hiperamonemia,E88.8,1053,Hipotonia con acidemia láctica e hiperamonemia,E88.8,nombre_exacto,1.0,
,,Síndrome de hipotricosis-linfedema-telangiectasia-defecto renal,Q82.0,1054,Hipotricosis - linfedema - telangiectasia -,XXXX,nombre_exacto,1.0,
,,Hipotricosis simple,L65.8,1057,Hipotricosis simple,L65.8,nombre_exacto,1.0,
,,Histidinemia,E70.8,1060,Histidinemia,E70.8,nombre_exacto,1.0,
,,OBSOLETO: Histiocitosis azul marino,,1061,Histiocitosis azul marino,D76.3,nombre_exacto,1.0,
,,Histiocitosis de células de Langerhans,"C96.0, C96.5, C96.6",1062,Histiocitosis de células de Langerhans,C96.0,nombre_exacto,1.0,
,,Histiocitosis progresiva mucinosa hereditaria,D76.3,1063,Histiocitosis progresiva mucinosa hereditaria,D76.3,nombre_exacto,1.0,
,,Enfermedad de Rosaï-Dorfman,D76.3,1064,Histiocitosis sinusal con linfadenopatía masiva,D76.3,nombre_exacto,1.0,
,,Holoprosencefalia,Q04.2,1065,Holoprosencefalia,Q04.2,nombre_exacto,1.0,Código corregido de 0042 a Q042
,,Homocistinuria por deficiencia de cistationina beta-sintasa,E72.1,1067,Homocistinuria clásica por Déficit de cistationina betasintasa,E72.1,nombre_exacto,1.0,
,,Síndrome de ictiosis-hepatoesplenomegalia-degeneración cerebelosa,Q87.8,1068,Ictiosis - hepatoesplenomegalia - Degeneración cerebelosa,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Alopecia,,1069,Ictiosis alopecia ectropión retraso mental,Q77.6,nombre_exacto,1.0,Código corregido de 0776 a Q776
,,Ictiosis epidermolítica superficial,Q80.8,1070,Ictiosis ampollosa de Siemens,Q80.8,nombre_exacto,1.0,Código corregido de 0808 a Q808
,,Ictiosis,,1071,Ictiosis atresia biliar -,XXXX,nombre_exacto,1.0,
,,Ictiosis,,1072,Ictiosis congénita microcefalia cuadriplejia,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Ictiosis,,1074,Ictiosis dedos fusiformes fisura labial media,XXXX,nombre_exacto,1.0,
,,Ictiosis lamelar,Q80.2,1075,Ictiosis lamelar,Q80.2,nombre_exacto,1.0,Código corregido de 0802 a Q802
,,Ictiosis recesiva ligada al cromosoma X,Q80.1,1076,Ictiosis ligada al cromosoma X,Q80.1,nombre_exacto,1.0,Código corregido de 0801 a Q801
,,Colangitis esclerosante,,1077,Ictiosis neonatal - colangitis esclerosante,XXXX,nombre_exacto,1.0,
,,Ictiosis,,1078,Ictiosis no especificada,Q80.9,nombre_exacto,1.0,Código corregido de 0809 a Q809
