Número,Nombre_Enfermedad,Código_CIE10,Observaciones
450,Deficiencia de MyD88,Q848,Código corregido de 0848 a Q848
451,Deficiencia de NFKB2,G113,
452,Deficiencia de NK cell,D848,
453,Deficiencia de ORAN,XXXX,
454,Deficiencia de oxoacyl CoA deshidrogenasa,E713,
455,Deficiencia de P14,Q828,Código corregido de 0828 a Q828
456,"Deficiencia de perforina, FHL2",D818,
457,Deficiencia de PI3 kinasa,Q858,Código corregido de 0858 a Q858
458,"Deficiencia de PI3K5 kinasa, activación (mutación en PIK3CD, P13KD)",Q552,Código corregido de 0552 a Q552
459,Deficiencia de PKcs DNA,D811,
460,Deficiencia de PMS2,Q489,Código corregido de 0489 a Q489
461,Deficiencia de PNP,D815,
462,Deficiencia de properdin,Q841,Código corregido de 0841 a Q841
463,Deficiencia de proteina relacionada con el Factor H,Q841,Código corregido de 0841 a Q841
464,Deficiencia de Rac2,Q728,Código corregido de 0728 a Q728
465,Deficiencia de RAG1,Q811,Código corregido de 0811 a Q811
466,Deficiencia de RAG2,D811,
467,Deficiencia de Receptor BAFF,D830,
468,Deficiencia de RhoH,D848,
469,Deficiencia de RNF168,D828,
470,Deficiencia de SAMHD1 (AGS5),G318,
471,Deficiencia de SLC46A1,E161,
472,Deficiencia de STAT2,D848,
473,Deficiencia de STAT5b,D828,
474,Deficiencia de STIM-1,D818,
475,Deficiencia de 80(11 (FHL4),D761,
476,Deficiencia de Succinil-CoA Transferasa,E713,
477,Deficiencia de TACI (mutación TNFRSF13B),D838,
478,Deficiencia de TAP1/TAP2/Tapasin,D816,
479,Deficiencia de TBK1,XXXX,
480,Deficiencia de TCN2,D512,
481,Deficiencia de trombomodulin,D688,
482,Deficiencia de TyK2,D824,
483,Deficiencia de UNG,D805,
484,Deficiencia de WIPF1,D820,
485,"Deficiencia de XLP1, SH2D1A",D823,
486,"Deficiencia de XLP2, XIAP",D823,
487,Deficiencia de ZAP-70,D818,
488,Deficiencia de 13-Actin,E740,
489,Deficiencia de A5,D800,
490,Deficiencia en el receptor del complemento 2 CR2 (CD21),D841,
491,Deficiencia en el receptor del complemento 3 CR3,D841,
492,Deficiencia selectiva de IgA,D693,
493,Deficiencias distales de las extremidades - síndrome de micrognatia,Q923,Código corregido de 0923 a Q923
494,Déficit combinado de los factores V y VIII,D688,
495,Déficit congénito de fibrinógeno,D682,
496,Déficit congénito de heparan-sulfato en los enterocitos,P783,
497,Déficit congénito de proteina C,D682,
498,Déficit congénito de proteina S,D685,
499,Déficit congénito de sacarasa-isomaltasa,E743,
500,"Déficit congénito de sintesis de ácidos biliares, tipo 4",K768,
501,Déficit congénito del factor II,D682,
502,Déficit congénito del factor IX,D67X,
503,Déficit congénito del factor V,D682,
504,Déficit congénito del factor VII,D682,
505,Déficit congénito del factor VIII,D66X,
506,Déficit congénito del factor X,D682,
507,Déficit congénito del factor XI,D681,
508,Déficit congénito del factor XIII,D682,
509,Déficit de 3-hidroxi 3-metilglutaril-CoA (HMG) sintetasa,E713,
510,Déficit de 3-hidroxiacil-CoA deshidrogenasa de ácidos grasos de cadena larga,E713,
511,Déficit de 5-oxoprolinasa,E728,
512,Déficit de 6-piruvil-tetrahidropterina sintasa,E701,
513,Déficit de adl-CoA deshidrogenasa de ácidos grasos de cadena media,E713,
514,Déficit de aconitasa,G713,
515,Déficit de adenilsuccinato liasa,E798,
516,Déficit de adenosina monofosfato deaminasa,E798,
517,Déficit de adhesión leucodtaria tipo I,D848,
518,Déficit de adhesión leucodtaria tipo II,Q848,Código corregido de 0848 a Q848
519,Déficit de adhesión leucocitaria tipo III,D848,
520,Déficit de aromatasa,E258,
521,Déficit de beta-ureidopropionasa,E798,
522,Déficit de biotinidasa,E538,
523,Déficit de carbamil-fosfato sintetasa,E722,
524,Déficit de camitina palmitoiltransferasa II,E713,
525,Déficit de camitina-acilcamitina translocasa,E713,
526,Déficit de deshidratasa,E701,
527,Déficit de Dihidropteridina reductasa,E701,
528,Déficit de dopamina beta-hidroxilasa,G908,
529,Déficit de enzima ramificante del glucógeno,E740,
530,Déficit de fosfoenolpiruvato carboxiquinasa,E744,
531,Déficit de fosfofructoquinasa muscular,E740,
532,Déficit de fosfoglicerato quinasa,E740,
533,"Déficit de fructosa-1,6 difosfatasa",E741,
534,Déficit de gamma aminobutidco ácido transaminasa,E728,
535,Déficit de gamma-glutamil transpeptidasa,E728,
536,Déficit de gamma-glutamilcisteina sintetasa,D551,
537,Déficit de glucógeno sintasa hepática,E740,
538,Déficit de glutation sintetasa,D551,
539,Déficit de GTP-ciclohidrolasa I,E701,
540,Déficit de guanidinoacetato metiltransferasa,E728,
541,Déficit de LCAT,E786,
542,Déficit de metil cobalamina de tipo cbl E,E721,
543,Déficit de metil cobalamina de tipo cbl G,E721,
544,Déficit de N5-metilhomocisteina transferasa,E721,
545,Déficit de N-acetil-alfa-D-galactosam nidasa,E771,
546,Déficit de ornitina carbamil transferasa,E724,
547,Déficit de prolidasa,E728,
548,Déficit de succinil-CoA acetoacetato transferasa,E713,
549,Déficit de transaldolasa,E748,
550,Déficit de transportador de creatina ligado al cromosoma X,E728,
551,Déficit familiar aislado de glucocorticoides,E271,
552,Déficit intelectual tipo Birk-Barel,Q878,Código corregido de 0878 a Q878
553,Déficit intelectual tipo Kahrizi,E778,
554,Degeneración cortico-basal,G310,
555,Degeneración helicoidal peripapilar coriorretiniana 1-1312,XXXX,Sin código asignado
556,Degeneración macular juvenil hipotriquia,Q840,Código corregido de 0840 a Q840
557,Degeneración retiniana microftalmia glaucoma,H355,
558,Deleción 22q13,Q935,Código corregido de 0935 a Q935
559,Deleción 5q35,Q935,Código corregido de 0935 a Q935
560,Deleción 8p,Q935,Código corregido de 0935 a Q935
561,Deleción terminal 6q,Q935,Código corregido de 0935 a Q935
562,Demencia frontotemporal,G310,
563,Demencia frontotemporal con inclusiones Tau,G310,
564,Demencia frontotemporal y parkinsonismo ligado al cromosoma 17,G310,
565,Dentinogénesis imperfecta - estatura baja - sordera - retraso mental,Q875,Código corregido de 0875 a Q875
566,Derivados mullerianos - linfangiectasia - pofidactiba,Q872,Código corregido de 0872 a Q872
567,Dermatitis granulomatosa interstidal con artritis,M301,
568,Dermatitis seborreica-like con elementos psoriasiformes,L218,
569,Dermato osteolisis tipo Kirghize,Q828,Código corregido de 0828 a Q828
570,Dermatoleucodistrofia,E752,
571,Dermatomiosilis,M330,
572,Dermatosis pustulosa subcórnea,L131,
573,Dermo odonto displasia,Q824,
574,Dermoide anular de la cornea,D311,
575,Dermopatía restrictiva letal,Q828,Código corregido de 0828 a Q828
576,Desmielinización cerebral debido a un Déficit de metionina adenosiltransferasa,E721,
577,Desmosterolosis,Q878,Código corregido de 0878 a Q878
578,Desorden del metabolismo de los metales no especificados,E830,
579,Desordenes de la purinas y pirimidinas no especificados,E799,
580,Desordenes de los lipidos no especificados,E789,
581,Desordenes del sistema inmune no especificados,D899,
582,Desordenes del tejido conectivo no especificados,M351,
583,Desordenes lisosomales no especificados,E752,
584,Desordenes peroxisomales no especificados,E713,
585,Despiqmentación aguda bilateral del iris,Q138,Código corregido de 0138 a Q138
586,Desprendimiento de retina regmatógeno autosómico dominante,H330,
587,Diabetes insipida nefrogénica,N251,
588,Diabetes mellitus neonata,P702,
589,"Diabetes mellitus, neonatal permanente - agenesia pancreática y cerebelosa",Q450,Código corregido de 0450 a Q450
590,"Diabetes, neonatal - grupo hipotiroidismo congénito - glaucoma congénito - fibrosis hepática - riñones poliquísticos",Q611,Código corregido de 0611 a Q611
591,Diabetes-sordera de transmisión materna,E138,
592,Diafano-espondilodisostosis,Q788,Código corregido de 0788 a Q788
593,Diarrea congénita con malabsorción debido a insuficiencia de células enteroendocrinas,P783,
594,Diarrea intratable - atresia coanal - anomalías en los ojos,Q878,Código corregido de 0878 a Q878
595,Diátesis hemorrágica por un defecto del receptor de colágeno,D698,
596,Dihidropirimidinuria,E798,
597,Dilatación aórtica -hipermovilidad de las articulaciones - tortuosidad arterial,Q874,Código corregido de 0874 a Q874
598,DIRA (IL1RN),D848,
599,Dirofilañasis,8748,
600,Disautonomia familiar,G901,
601,Discondrosteosis nefropatia,Q878,Código corregido de 0878 a Q878
602,Disección arterial con lentiginosis,Q878,Código corregido de 0878 a Q878
603,Disfasia congénita familiar,F801,
604,Disfunción inmune - poliendocrinopatia - enteropatía ligada al cromosoma X,E310,
605,Disgenesia caudal familiar,Q878,Código corregido de 0878 a Q878
606,Disgenesia cerebral congénita debida a deficiencia de glutamina sintetasa,E728,
607,Disgenesia del cuerpo calloso compleja ligada al cromosoma X,Q048,Código corregido de 0048 a Q048
608,Disqenesia qonadal 46 XV - neuropatia motora y sensorial,Q561,Código corregido de 0561 a Q561
609,Disgenesia gonadal anomalias múltiples,Q991,Código corregido de 0991 a Q991
610,"Disqenesia qonadal, tipo XX",Q991,Código corregido de 0991 a Q991
611,Disqenesia reticular (Deficiencia de AK2),D810,
612,Disinostosis craneofacial,Q750,Código corregido de 0750 a Q750
613,Dismorfia diqitotalar,Q743,Código corregido de 0743 a Q743
614,Dismorfia facial macrocefalia miopia Dandy Walker,Q878,Código corregido de 0878 a Q878
615,Dismorfismo - estatura baja - sordera - pseudohermafroditismo,Q878,Código corregido de 0878 a Q878
616,Disostosis acro fronto facio nasal,Q751,Código corregido de 0751 a Q751
617,Disostosis acrofacial autosómica recesiva,Q754,Código corregido de 0754 a Q754
618,Disostosis acrofacial forma catania,Q754,Código corregido de 0754 a Q754
619,Disostosis acrofacial no especificada,Q754,Código corregido de 0754 a Q754
620,Disostosis acrofacial postaxial,Q754,Código corregido de 0754 a Q754
621,Disostosis acrofacial tipo Nager,Q754,Código corregido de 0754 a Q754
622,Disostosis acrofacial tipo Patagonia,Q754,Código corregido de 0754 a Q754
623,Disostosis acrofacial tipo Rodríguez,Q754,Código corregido de 0754 a Q754
624,Disostosis faciocranenana hipomandibutar,Q754,Código corregido de 0754 a Q754
625,Disostosis humero espinal,Q748,Código corregido de 0748 a Q748
626,Disostosis mandibulofadal ligada al cromosoma X,Q754,Código corregido de 0754 a Q754
627,Displasia acromesomelica tipo Brahimi Bacha,Q778,Código corregido de 0778 a Q778
628,Displasia acromesomélica tipo Hunter - Thompson,Q788,Código corregido de 0788 a Q788
629,Displasia acromesomélica tipo Maroteaux,Q778,Código corregido de 0778 a Q778
630,Displasia acromicrica,Q778,Código corregido de 0778 a Q778
631,Displasia acropectovertebral,Q681,Código corregido de 0681 a Q681
632,Displasia alveolo-capilar congénita,XXXX,Sin código asignado
633,Displasia broncopulmonar,P271,
634,Displasia campomélica,Q871,Código corregido de 0871 a Q871
635,"Displasia checa, tipo metatarsal",Q777,Código corregido de 0777 a Q777
636,Displasia cráneo fronto nasal.,Q871,Código corregido de 0871 a Q871
637,Displasia craneodiafisaria,M852,
638,Displasia craneolenticulosutural,Q758,Código corregido de 0758 a Q758
639,Displasia cráneo-metafisaria,Q788,Código corregido de 0788 a Q788
640,Displasia de Astley-Kendall,Q773,Código corregido de 0773 a Q773
641,Displasia de Boomerang,Q871,Código corregido de 0871 a Q871
642,Displasia de Greenberg,Q773,Código corregido de 0773 a Q773
643,Displasia de Pacman,Q778,Código corregido de 0778 a Q778
644,Displasia de Singleton-Merten,Q788,Código corregido de 0788 a Q788
645,Displasia de timo - riñón - ano - pulmón,Q878,Código corregido de 0878 a Q878
646,Displasia del iris - hipertelorismo - sordera,Q138,Código corregido de 0138 a Q138
647,Displasia dermo facial focal -,Q828,Código corregido de 0828 a Q828
648,Displasia ectodérmica - con inmunoDéficit anhidrótico,Q782,Código corregido de 0782 a Q782
649,Displasia ectodermica - Sindrome de fragilidad de la piel,Q810,Código corregido de 0810 a Q810
650,"Displasia ectodermica ""pura"" tipo cabello-uña",Q828,Código corregido de 0828 a Q828
651,Displasia ectodermica ceguera,Q878,Código corregido de 0878 a Q878
652,Displasia ectodérmica hidrótica tipo Christianson Fourie,Q828,Código corregido de 0828 a Q828
653,Displasia ectodérmica hidrótica tipo Halal,Q828,Código corregido de 0828 a Q828
654,Displasia ectodérmica hipohidrosis grupo hipotiroidismo,Q824,Código corregido de 0824 a Q824
655,"Displasia ectodérmica hipohidrótica, forma dominante",Q824,Código corregido de 0824 a Q824
656,Displasia ectodérmica no especificada,Q823,Código corregido de 0823 a Q823
657,Displasia ectodérmica odonto microniquial,Q824,Código corregido de 0824 a Q824
658,Displasia ectodérmica tipo Berlin,Q824,Código corregido de 0824 a Q824
659,Displasia epifisaria múltiple,Q773,Código corregido de 0773 a Q773
660,Displasia epifisiaria-falánqica en forma de ángel,Q788,Código corregido de 0788 a Q788
661,Displasia espondilo encondral,Q777,Código corregido de 0777 a Q777
662,Displasia espondiloepifisaria congénita,Q777,Código corregido de 0777 a Q777
663,Displasia espondiloepifisaria tardia,Q777,Código corregido de 0777 a Q777
664,Displasia espondiloepifisaria tardía tipo Kohn,Q777,Código corregido de 0777 a Q777
665,Displasia espondiloepifisaria tipo Byers,Q777,Código corregido de 0777 a Q777
666,Displasia espondiloepifisaria tipo Cantu,Q777,Código corregido de 0777 a Q777
667,Displasia espondiloepifisaria tipo MacDermot,Q777,Código corregido de 0777 a Q777
668,Displasia espondiloepifisaria tipo Nishimura,Q777,Código corregido de 0777 a Q777
669,Displasia espondiloepifisaria tipo Reardon,Q777,Código corregido de 0777 a Q777
670,Displasia espondiloepimetafisaria - antebrazos arqueados - dismorfismo facial,Q778,Código corregido de 0778 a Q778
671,Displasia espondiloepimetafisaria - dentición anormal,Q777,Código corregido de 0777 a Q777
672,Displasia espondiloepimetafisaria - hipotricosis,Q777,Código corregido de 0777 a Q777
673,Displasia espondiloepimetafisaria axial,Q778,Código corregido de 0778 a Q778
674,Displasia espondiloepimetafisaria tipo A4,Q778,Código corregido de 0778 a Q778
675,Displasia espondiloepimetafisaria tipo Biectanski,Q777,Código corregido de 0777 a Q777
676,Displasia espondiloepimetafisaria tipo Genevieve,Q777,Código corregido de 0777 a Q777
677,Displasia espondiloepimetafisaria tipo Golden,Q778,Código corregido de 0778 a Q778
678,Displasia espondilometafisaria,Q778,Código corregido de 0778 a Q778
679,Displasia espondilometafisaria con inmunodeficiencia combinada,Q777,Código corregido de 0777 a Q777
680,"Displasia espondilometafisaria -distrofia de conosbastones """,Q778,Código corregido de 0778 a Q778
681,Displasia espondilometafisaria tipo Acirecan,Q777,Código corregido de 0777 a Q777
682,Displasia espondilometafisaria tipo Kozlowski,Q778,Código corregido de 0778 a Q778
683,Displasia esquelética no especificada,Q789,Código corregido de 0789 a Q789
684,Displasia frontometafisaria,Q785,Código corregido de 0785 a Q785
685,Displasia geleofísica,Q871,Código corregido de 0871 a Q871
686,Displasia inmuno ósea de Schimke,Q777,Código corregido de 0777 a Q777
687,Displasia Kniest-like letal,Q778,Código corregido de 0778 a Q778
688,Displasia letal osteosclerótica de hueso,Q782,Código corregido de 0782 a Q782
689,Displasia mandibuloacra,Q875,Código corregido de 0875 a Q875
690,Displasia mesomélica hoyuelos cutáneos,Q871,Código corregido de 0871 a Q871
691,Displasia microcefálica osteodisplásica de tipo Saul Wilson,Q788,Código corregido de 0788 a Q788
692,Displasia oculodentodiqital,Q878,Código corregido de 0878 a Q878
693,Displasia óculo-oto-fadal,Q870,Código corregido de 0870 a Q870
694,Displasia odontomaxilar seqmentaria,K004,
695,Displasia ósea letal tipo Holmgren Forsell,Q778,Código corregido de 0778 a Q778
696,Displasia ósea terminal - defectos pigmentarios,Q872,Código corregido de 0872 a Q872
697,Displasia oto-espondilo-megaepifisaria,Q777,Código corregido de 0777 a Q777
698,Displasia pseudodiastrófica,Q788,Código corregido de 0788 a Q788
699,Displasia renal-hepática-pancreática - quistes de Dandy-Walker,Q619,Código corregido de 0619 a Q619
700,Displasia trico odonto oniquial,Q824,Código corregido de 0824 a Q824
701,Disqueratosis congénita,Q828,Código corregido de 0828 a Q828
702,Disquinesia ciliar primaria,J980,
703,Disquinesia paroxistica no cinesigénica (PNKD),Q248,Código corregido de 0248 a Q248
704,Distonia 16,Q241,Código corregido de 0241 a Q241
705,Distonia de torsión de aparición temprana,Q241,Código corregido de 0241 a Q241
706,Distonia dopa-sensible,Q248,Código corregido de 0248 a Q248
707,Distonia focal,Q243,Código corregido de 0243 a Q243
708,Distonia miocIónica 15,Q241,Código corregido de 0241 a Q241
709,Distonia no especificada,Q241,Código corregido de 0241 a Q241
710,Distonia-parkinsonismo de inicio rápido,Q241,Código corregido de 0241 a Q241
711,Distonias mixtas,Q248,Código corregido de 0248 a Q248
712,"Distrofia ampollosa hereditaria, tipo macular",Q818,Código corregido de 0818 a Q818
713,"Distrofia coroidal, areolar central",H312,
714,Distrofia de conos con respuesta escotópica supranormal,H355,
715,Distrofia de conos y bastones,H355,
716,Distrofia de córnea - sordera de percepción,H185,
717,Distrofia facioescapulohumeral,Q710,Código corregido de 0710 a Q710
718,Distrofia macular cistoide 1-1355,XXXX,Sin código asignado
719,Distrofia macular de Carolina del Norte,H355,
720,Distrofia miotánica de Steinert,Q711,Código corregido de 0711 a Q711
721,Distrofia muscular autosómica recesiva ligada a una epidermólisis ampollosa,Q810,Código corregido de 0810 a Q810
722,Distrofia muscular congénita,Q712,Código corregido de 0712 a Q712
723,Distrofia muscular congénita con Déficit de integrina,Q712,Código corregido de 0712 a Q712
724,Distrofia muscular congénita de Ullrich,Q712,Código corregido de 0712 a Q712
725,Distrofia muscular congénita por Déficit de láminas A/C,Q712,Código corregido de 0712 a Q712
726,Distrofia muscular congénita tipo 1A,Q712,Código corregido de 0712 a Q712
727,Distrofia muscular congénita tipo Fukuyama,Q710,Código corregido de 0710 a Q710
728,Distrofia muscular de cinturas,Q710,Código corregido de 0710 a Q710
729,Distrofia muscular de cinturas autosómica dominante tipo 1A,Q710,Código corregido de 0710 a Q710
730,Distrofia muscular de cinturas autosómica dominante tipo 1D,Q710,Código corregido de 0710 a Q710
731,Distrofia muscular de cinturas autosómica dominante tipo lE,Q710,Código corregido de 0710 a Q710
732,Distrofia muscular de cinturas autosómica dominante tipo 1F,Q710,Código corregido de 0710 a Q710
733,Distrofia muscular de cinturas autosómica dominante tipo 10,Q710,Código corregido de 0710 a Q710
734,Distrofia muscular de cinturas autosómica recesiva tipo 2A,Q710,Código corregido de 0710 a Q710
735,Distrofia muscular de cinturas autosómica recesiva tipo 2C,Q710,Código corregido de 0710 a Q710
736,Distrofia muscular de cinturas autosómica recesiva tipo 2D,Q710,Código corregido de 0710 a Q710
737,Distrofia muscular de cinturas autosómica recesiva tipo 2E,Q710,Código corregido de 0710 a Q710
738,Distrofia muscular de cinturas autosómica recesiva tipo 2F,Q710,Código corregido de 0710 a Q710
739,Distrofia muscular de cinturas autosómica recesiva tipo 20,Q710,Código corregido de 0710 a Q710
740,Distrofia muscular de cinturas autosómica recesiva tipo 21,Q710,Código corregido de 0710 a Q710
741,Distrofia muscular de cinturas autosómica recesiva tipo 2L,Q710,Código corregido de 0710 a Q710
742,Distrofia muscular de cinturas autosómica recesiva tipo 2M,Q710,Código corregido de 0710 a Q710
743,Distrofia muscular de Duchenne y Becker,Q710,Código corregido de 0710 a Q710
744,Distrofia muscular de Emery Dreifuss,Q710,Código corregido de 0710 a Q710
745,Distrofia muscular no especificada,Q710,Código corregido de 0710 a Q710
746,Distrofia muscular óculo gastrointestinal,Q710,Código corregido de 0710 a Q710
747,Distrofia muscular oculofaringea,Q710,Código corregido de 0710 a Q710
748,Distrofia muscular tipo Duchenne,Q710,Código corregido de 0710 a Q710
749,Distrofia neuroaxonal infantil,G230,
750,DITRA (deficiencia de antagonista del receptor de 1L-36),L401,
751,Drepanocitosis,D570,
751,Drepanocitosis,D571,
751,Drepanocitosis,D572,
751,Drepanocitosis,D573,
751,Drepanocitosis,D578,
752,Duplicación 12p,Q923,Código corregido de 0923 a Q923
753,Duplicación 6p,Q923,Código corregido de 0923 a Q923
754,Duplicación de cejas - sindactilia,XXXX,
755,Duplicación de la pierna y del pie en espejo,Q748,Código corregido de 0748 a Q748
756,Ectopia de cristalino coriorefinana distrofia miopía,Q158,Código corregido de 0158 a Q158
757,Ectopia de cristalino forma familiar,Q121,Código corregido de 0121 a Q121
758,Ectopia tiroidea,E031,
759,Ectrodactilia displasia ectodérmica,Q824,Código corregido de 0824 a Q824
760,Embriopatia por aminopterina,Q868,Código corregido de 0868 a Q868
761,Embriopatia por antitiroideos,Q868,Código corregido de 0868 a Q868
762,Embriopatia por talidomida,Q868,Código corregido de 0868 a Q868
763,Embriopatia por virus de la varicela,P358,
764,Enanismo de MUL1BREY,Q871,Código corregido de 0871 a Q871
765,Enanismo diastrófico,Q775,Código corregido de 0775 a Q775
766,Enanismo hiperostótico de Lenz-Majewski,Q871,Código corregido de 0871 a Q871
767,Enanismo metatrópico,Q778,Código corregido de 0778 a Q778
768,Enanismo microcefálico osteodisplásico primordial,Q871,Código corregido de 0871 a Q871
769,Enanismo osteocondrodisplásico - sordera - retinitis pigmentosa,XXXX,
770,Enanismo retraso mental anomalias oculares fisura labiopalatina,Q878,Código corregido de 0878 a Q878
771,Enanismo tanatofórico,Q771,Código corregido de 0771 a Q771
772,Encefalitis focal de Rasmussen,G048,
773,Encefalomiopatia mitocondrial infantil asociada con FASTKD2,G713,
774,Encefalopatía aguda necrosante familiar,G938,
775,"Encefalopatía con cuerpos de inclusión de neuroserpina, forma familiar",G318,
777,Encefalopatía debida a una deficiencia de prosaposina,E752,
778,Encefalopatia debido a deficiencia de urocanasa,E708,
779,Encefalopatía debido a la hidroxi-quinurenina,E708,
780,Encefalopatia epiléptica infantil temprana,G403,
781,"Encefalopatia grave de aparicion neonatal, autosómica dominante",G404,
782,Encefalopatia mioclonica temprana,G403,
783,Encefalopatia provocada por Déficit de sulfito oxidasa,E721,
784,"Encefalopatia, etilmalonica",G318,
785,Encefalopatias espongiformes transmisibles (término genérico),A810,
785,Encefalopatias espongiformes transmisibles (término genérico),A811,
785,Encefalopatias espongiformes transmisibles (término genérico),A818,
785,Encefalopatias espongiformes transmisibles (término genérico),A819,
786,Encondromatosis,Q784,Código corregido de 0784 a Q784
787,Enfermedad autoinfiamatoria debido a deficiencia de antagonista del receptor de interleuquina 1,Q848,Código corregido de 0848 a Q848
788,Enfermedad de Alexander,E752,
789,Enfermedad de almacenamiento de glucógeno por Déficit de fosforilasa quinasa muscular,E740,
790,Enfermedad de Alzheimer autosómica dominante de aparición temprana,G300,
791,Enfermedad de Behget,M352,
792,Enfermedad de Best,H355,
793,Enfermedad de Blackfan-Diamond,D610,
794,Enfermedad de Buercier,I731,
795,Enfermedad de Canavan,E752,
796,Enfermedad de Caroli,Q446,Código corregido de 0446 a Q446
797,Enfermedad de Castleman,D360,
798,Enfermedad de Coats,H350,
799,Enfermedad de Creutzfeldt-Jakob,A810,
800,Enfermedad de Crohn,K509,
801,Enfermedad de Crouzon,Q751,Código corregido de 0751 a Q751
802,Enfermedad de Cushing,E240,
803,Enfermedad de Darier,Q828,Código corregido de 0828 a Q828
804,Enfermedad de Dent,N258,
805,Enfermedad de depósito de glucógeno por Déficit de LAMP-2,E740,
806,Enfermedad de depósito lisosomal no especificada,E752,
807,Neuromielitis óptica espectro,Q360,Código corregido de 0360 a Q360
808,Enfermedad de Elejalde,L814,
809,Enfermedad de Erdheim-Chester,Q763,Código corregido de 0763 a Q763
810,Enfermedad de Fabry,E752,
811,Enfermedad de Gaucher,E752,
812,Enfermedad de Gaucher - oftalmoplejía - calcificación cardiovascular,E752,
813,Enfermedad de Gaucher tipo 1,E752,
814,Enfermedad de Gaucher tipo 2,E752,
815,Enfermedad de Gaucher tipo 3,E752,
816,Enfermedad de Griscelli,E703,
817,Enfermedad de Grfisbeck-Imerslund,Q511,Código corregido de 0511 a Q511
818,Enfermedad de Hirschsprunq,Q431,Código corregido de 0431 a Q431
819,Enfermedad de Huntington,G1OX,
821,Enfermedad de Kennedy,Q122,Código corregido de 0122 a Q122
822,Enfermedad de Kimura,I898,
823,Enfermedad de Krabbe,E752,
824,Enfermedad de la arteria coronaria - hiperlipidemia - hipertensión - diabetes - osteoporosis,XXXX,
825,Enfermedad de la motoneurona inferior autosómica recesiva de la infancia,G122,
826,Enfermedad de las neuronas motoras patrón Madras,G122,
827,Enfermedad de Letterer-Siwe,C960,
828,Enfermedad de Lhermitte-Duclos,Q048,
829,Enfermedad de McCardle,E740,
830,Enfermedad de Moya-Moya,1675,
831,Enfermedad de Netherton,Q808,Código corregido de 0808 a Q808
832,Enfermedad de Niemann-Pick,E752,
833,Enfermedad de Niemann-Pick tipo A,E752,
834,Enfermedad de Niemann-Pick tipo B,E752,
835,Enfermedad de Niemann-Pick tipo C,E752,
836,Enfermedad de Nonie,H355,
837,Enfermedad de orina con olor a jarabe de arce,E710,
838,Enfermedad de Paget juvenil,M889,
839,Enfermedad de Pelizaeus-Merzbacher,E752,
840,Enfermedad de Pompe,E740,
841,Enfermedad de Pyle,Q785,Código corregido de 0785 a Q785
842,Enfermedad de Refsum,G601,
843,"Enfermedad de Refsum, forma infantil",G601,
844,Telangiestasia Hereditaria familiar (Rendu Osler Weber),I780,
845,Enfermedad de Sandhoff,E750,
846,Enfermedad de sintesis de acidos biliares,K768,
847,Enfermedad de Stargardt,H355,
848,Enfermedad de Still del adulto,M061,
849,Enfermedad de Takayasu,M314,
850,Enfermedad de Tangier,E786,
851,Enfermedad de Tay-Sachs,E750,
852,Enfermedad de Thomsen y Becker,G711,
853,Enfermedad de Unverricht-Lundborg,G403,
854,Enfermedad de Upington,M918,
855,Enfermedad de von Hippel-Lindau,Q858,Código corregido de 0858 a Q858
856,Enfermedad de Von Willebrand,D680,
857,Enfermedad de Von Willebrand adquirida,D684,
858,Enfermedad de Wegener,M313,
859,Enfermedad de Whipple,K908,
860,Enfermedad de Wilson,E830,
861,Enfermedad de Wolman,E755,
862,Enfermedad del rifion poliquistico autosómica dominante de tipo 1 y con esclerosis tuberosa,XXXX,
863,"Enfermedad del riñón quistico medular, autosómica recesiva",Q611,
864,Enfermedad qranulomatosa crónica,D71X,
865,Enfermedad hemorragica debido a mutación Pittsburgh en alfa 1-antripsina,D688,
866,Enfermedad hepática vena-oclusiva -inmunodeficiencia,K765,
867,Enfermedad leuco-proliferativa autoinmune asociada RAS (RALD),D728,
868,Enfermedad mitocondrial fatal debida a una deficiencia de fosforilación oxidativa tipo 3 combinada,E888,
869,Enfermedad mitocondrial no especificada,XXXX,
870,Enfermedad mixta del tejido conectivo,M351,
871,Enfermedad neurodegenerativa progresiva - hiperlaxitud articular - cataratas,Q878,
872,Enfermedad por almacenamiento de esteres de colesterol,E755,
873,Enfermedad por depósito de lipidos neutros,E755,
874,Enfermedad quistica medular autosómica dominante,Q615,
875,Enfermedad veno-oclusiva hepática,K765,
876,Enfermedades hematológicas no especificadas,XXXX,
877,Enfermedad tubular renal - cardiomiopatia,1422,
878,Enfisema lobar congénito,Q338,
879,Epidermodisplasia verruciforme 1 (Mutación en EVER 1),607X,
880,Epidermólisis ampollar adquirida,L123,
881,Epidermólisis ampollosa distrófica,Q812,
882,Epidermólisis ampollosa epidermolitica,Q812,
883,Epidermólisis ampollosa hereditaria,Q818,
884,Epidermólisis ampollosa juntural,Q818,
885,Epilepsia con crisis parciales migrantes del lactante,G404,
886,Epilepsia demencia amelogénesis imperfecta,G408,
887,Epilepsia microcefalia displasia esquelética,Q878,Código corregido de 0878 a Q878
888,Epilepsia mioclónica de la infancia,G403,
889,"Eritermalgia, primaria",I738,
890,Eritrodermia congénita ictiosiforme ampollosa,Q802,
891,Eritrodermia congénita letal,Q828,
892,Eritroqueratodermia ataxia,G111,
893,Eritroqueratodermia variable de Mendes da Costa,Q828,
894,Erliquiosis,A488,
895,Escafocefalia aislada,Q750,Código corregido de 0750 a Q750
