Número,Nombre_Enfermedad,Código_CIE10,Observaciones
566,1210 Miopatia provocada por exceso de calsecuestrina y proteína SERCA1,G718,
567,de la parte anterior de extremidades superiores,G710,
568,1214 Miositis esporádica con cuerpos de inclusión,M608,
569,1215 Miositis focal,M608,
570,1217 Monosomia 22q11,D821,
571,1220 MSMD (Deficiencia IFN-yR1),D848,
572,1222 MSMD (Deficiencia STAT1),D848,
573,1223 MSMD (IL-12p40),D848,
574,1224 MSMD (IL12RB),D848,
575,1225 Mucolipidosis no especificada,E779,
576,1226 Mucolipidosis tipo 2,E770,
577,1227 Mucolipidosis tipo 4,E751,
578,1228 Mucopolisacaridosis no especificada,E763,
579,1229 Mucopolisacaridosis tipo 2,E761,
580,1230 Mucopolisacaridosis tipo 3,E762,
581,1231 Mucopolisacaridosis tipo 4,E762,
582,1232 Mucopolisacaridosis tipo 6,E762,
583,1233 Mucopolisacaridosis tipo 7,E762,
584,1234 Mucosulfatidosis,E752,
585,1236 Mutación de ganancia en función CMC-STAT 1,D848,
586,"1237 Mutación EDA-ID, AD (NFKBIA)",D828,
587,1239 Mutación en el gen de la subunidad TCRa Constante (TRAC),D848,
588,1240 Mutación en Gata-2,D728,
589,1241 Mutación en PRKCD (Proteína C Kinasa Ó),D479,
590,1242 Mutación IRF-8,D848,
591,1243 Mutación y deleción de la cadena pesada de i,C911,
592,"1244 Mutación, SLC29A3",D763,
593,1249 Neumopatia aguda idiopática eosinofilica,J82X,
594,1251 Neuroaxonal distrofia acidosis tubular,N258,
595,hidrolasa,E711,
596,1256 Neurofibromatosis tipo 2,Q850,
597,1262 Neuropatia hereditaria con hipersensibilidad a la presión,G600,
598,1264 Neuropatia óptica hereditaria de Leber,H472,
599,cromosoma x,G608,
600,1270 Neuropatía axonal gigante 20 familias Sinostosis múltiple,G608,
601,1280 NOMID or CINCA,E850,
602,desarrollo,E038,
603,1282 Obesidad debida a deficiencia de erohormona convertasal,E668,
604,1283 Obesidad debida a la deficiencia congénita de leptina,E668,
605,1284 Obesidad por Déficit de pro-opiomelanocortin,E668,
606,1290 Odontodisplasia regional,K004,
607,1291 Odontoleucodistrofia,E752,
608,1295 Onicotricodisplasia y neutropenia,L988,
609,esclerosante,E752,
610,1303 Osteodistrofia hereditaria de Albright,E201,
611,1308 Osteomielitis multifocal crónica recurrente juvenil,M863,
612,1318 Oto dental displasia,K002,
613,1319 Otras Acromegalias No especificadas,E220,
614,1321 Otras ataxias episódicas,G118,
615,1322 Otras ataxias espinocerebelosas no especificadas,G118,
616,1323 Otras ataxias hereditarias no especificadas,G118,
617,1325 Otras atrofias musculares espinales no especificadas,G122,
618,1326 Otros trastornos de la oxidación de los acidos grasos 	1,E713,
619,1327 Otros trastornos del ciclo de la urea no especificados,E722,
620,especificados,E789,
621,1329 Otros trastornos del metabolismo de las pirimidinas no especificados,E799,
622,1330 Otros trastornos del metabolismo de las purinas no especificados,E799,
623,1331 Otros trastornos del metabolismo de los acidos grasos,E713,
624,especificados,E749,
625,1333 OXarios poliquisticos esfínter uretra! disfunción,N398,
626,1336 Pancreatoblastoma,C251,
627,"1338 Paniculitis, histiocitica citofágica",M358,
628,1340 Paquidermoperiostosis,M894,
629,1342 Parálisis bulbar progresiva de la niñez 	',G121,
630,1343 Parálisis la -linea retraso mental,J380,
631,1344 Parálisis periódica hipercalemica,G723,
632,1345 Parálisis periódica hipocalemica,G723,
633,1346 Parálisis periódica no especificada,G723,
634,1347 Parálisis periódica normocalemica,G723,
635,1348 Parálisis periódica tirotóxica,G723,
636,1349 Parálisis supranuclear progresiva,G231,
637,1350 Parálisis supranuclear progresiva - Síndrome corticobasal,G231,
638,1351 Paraplejia espástica - glaucoma - Déficit intelectual,G114,
639,1352 Paraplejia espástica autosómica dominante tipo 6,G114,
640,1353 Paraplejia espástica autosómica dominante tipo 8,G114,
641,1354 Paraplejía espástica autosómica dominante tipo 9,G114,
642,1355 Paraplejia espástica autosómica dominante tipo 10,G114,
643,1356 Paraplejia espástica autosómica dominante tipo 12,G114,
644,1357 Paraplejia espástica autosómica dominante tipo 13,G114,
645,1358 Paraplejia espástica autosómica dominante tipo 17,G114,
646,1359 Paraplejia espástica autosómica dominante tipo 29,G114,
647,1360 Paraplejia espástica autosómica dominante tipo 32,G114,
648,1361 Paraplejia espástica autosómica dominante tipo 35,G114,
649,1362 Paraplejia espástica autosómica dominante tipo 37,G114,
650,1363 Paraplejia espástica autosómica dominante tipo 38,G114,
651,1364 Paraplejia espástica autosómica recesiva tipo 14,G114,
652,1365 Paraplejia espástica autosómica recesiva tipo 15,G114,
653,1366 Paraplejia espástica autosómica recesiva tipo 18,G114,
654,1367 Paraplejia espástica autosómica recesiva tipo 23,G114,
655,1368 Paraplejia espástica autosómica recesiva tipo 24,G114,
656,1369 Paraplejia espástica autosómica recesiva tipo 25,G114,
657,1370 Paraplejía espástica autosómica recesiva tipo 26,G114,
658,1371 Paraplejia espástica autosómica recesiva tipo 28,G114,
659,1372 Paraplejia espástica autosómica recesiva tipo 30,G114,
660,1373 Paraplejia espástica autosómica recesiva tipo 39,G114,
661,1374 Paraplejia espástica familiar,G114,
662,1375 Paraplejia espástica ligada al cromosoma X tipo 2,G114,
663,1376 Paraplejia espástica ligada al cromosoma X tipo 16,G114,
664,1377 Paraplejia espástica ligada al cromosoma X tipo 34,G114,
665,1378 Paraplejia espástica nefropatia sordera,G114,
666,1379 Paraplejia espástica no especificada,G114,
667,1380 Paraplejia-braquidactilia-epífisis en cono,G821,
668,1381 Paraplejia-retraso mental-hiperqueratosis,G821,
669,1382 Paresia espástica glaucoma pubertad precoz,G114,
670,1384 Penfigo foliáceo 	.,L102,
671,1386 Penfigoide bulloso,L120,
672,1387 Penfiqoide paraneoplásico,L108,
673,1389 Periarteritis nodosa,M300,
674,1390 Pericarditis artritis camptodactilia,M128,
675,1392 PI3K5 Activado,D818,
676,1395 Piebaldismo.,E703,
677,1398 Pityriasis rubra pilaris,L440,
678,"aguda, Síndrome",D694,
679,1403 Pneumonia intersflcial aguda,J848,
680,1404 Poiquilodermia con neutropenia,D828,
681,"1406 Poliartritis, factor reumatoide negativo",M083,
682,"1407 Poliartritis, factor reumatoide positivo",M080,
683,1408 Policondritis atrofiante,M941,
684,1410 Polineuropatia amiloide familiar,E851,
685,1413 Poliposis adenomatosa familiar,D126,
686,1414 Poliposis con capuchón,D126,
687,1415 Poliposis juvenil de la infancia,D126,
688,1419 Porfiria aguda intermitente,E802,
689,1420 Porliria cutánea tarda (PCT),E801,
690,1421 Portlria eritropoyética congénita,E800,
691,1422 Porfiria hepática crónica,E802,
692,1424 Predisposición mendehana a infecciones por micobacterias atipicas,D848,
693,1426 Progeria,E348,
694,1428 Proteinosis alveolar pulmonar idiopática,J840,
695,1429 Proteinosis alveolo-pulmonar (mutación en CSF2RA),J840,
696,1430 Protoporfiria eritropoyética,E800,
697,1433 Pseudohipoaldosteronismo tipo 1,N258,
698,1434 Pseudomixoma peritoneal,C786,
699,1436 Pseudotumor inflamatorio del higado,K758,
700,1441 Pulgares ausentes talla baja inmunodeficiencia,D828,
701,1444 Purpura de Henoch-Schoenlein,D690,
702,1446 Queratitis estromal,H163,
703,1447 Queratoconjuntivitis atópica,H162,
704,1457 Querubismo (mutación en SH3BP2),K108,
705,1458 Quintos metacarpianos cortos - resistencia a la insulina,E138,
706,Déficit de,D698,
707,1460 	• Resistencia periférica a las hormonas tiroideas,E031,
708,1461 Reticulohistiocitosis multicéntrica,D763,
709,1464 Retinopatia hereditaria vascular,H350,
710,"deshidrogenasa 	 ,",E711,
711,insulinico de tipo 1,E343,
712,1470 Retraso mental - cataratas - cifosis,E778,
713,comportamiento anormal,G255,
714,1485 Retraso mental ligado al cromosoma X psicosis macroorquidismo,F711,
715,"1505 Retraso mental ligado al cromosoma X, de tipo Zorick",G318,
716,1509 Retraso mental severo ligado al cromosoma X tipo Gustavson,F729,
717,hidrolasa,E721,
718,1513 RNASEH2A (AGS4),G318,
719,1514 RNASEH2B (AGS2),G318,
720,1515 RNASEH2C (AGS3),G318,
721,1517 Sarcoidosis,D869,
722,1518 Sarcosinemia,E725,
723,1521 SCN3 (Deficiencia HAX1),D70X,
724,1524 Sialidosis tipo 1,E771,
725,1525 Sialidosis tipo 2,E771,
726,esteroidogenesis,E250,
727,1545 Síndrome autoinflamatorio familiar por frío,L502,
728,1553 Sindrome CACH,E752,
729,1554 Sindrome GAMOS,G111,
730,1555 Sindrome CDG tipo la,E778,
731,1556 Síndrome CDG tipo lb,E778,
732,1557 Síndrome CDG tipo Ic,E778,
733,1558 Sindrome CDG tipo lih,E778,
734,1562 Síndrome cerebro-pulmon-tiroides,E031,
735,1565 Síndrome CINCA,G031,
736,1571 Síndrome CREST,M341,
737,1575 Sindrome de Ackerman,K002,
738,1577 Sindrome de Aicardi-Goutieres,G318,
739,1579 Sindrome de AI-Gazali-Dattani,E778,
740,1580 Síndrome de Allan-Herndon-Dudley,E031,
741,1581 Síndrome de Alpers,G318,
742,1594 Síndrome de aspiracion de meconio,P240,
743,1595 Síndrome de ataxia - sordera - retraso mental,G111,
744,1600 Síndrome de Bamforth,E031,
745,1601 Síndrome de Bangstad,E318,
746,1606 Síndrome de Barth,E711,
747,1608 Síndrome de Barbet,E268,
748,1610 Síndrome de Bazex,L851,
749,1611 Sindrome de Bazex-Dupre-Christol,L988,
750,1616 Síndrome de Bernard-Soulier,D691,
751,1627 Sindrome de Brown-Vialetto-van Laere,G121,
752,1635 Sindrome de Cantu Sánchez Corona Fragoso,L818,
753,1641 Sindrome de CDG,E778,
754,1642 Sindrome de CDG tipo Id,E778,
755,1643 Síndrome de CDG tipo le,E778,
756,1644 Síndrome de CDG tipo If,E778,
757,1645 Sindrome de CDG tipo Ig,E778,
758,1646 Síndrome de CDG tipo lh,E778,
759,1647 Sindrome de CDG tipo Ha,E778,
760,1648 Síndrome de CDG tipo He,E778,
761,1649 Sindrome de CDG tipo lk,E778,
762,1650 Sindrome de CDG tipo IL,E778,
763,1653 Síndrome de Chediak-Higashi,E703,
764,1657 Síndrome de Churg-Strauss,M301,
765,1664 Síndrome de Cogan,H163,
766,1674 Síndrome de Criqler-Najjar,E805,
767,1675 Síndrome de Crisponi,G908,
768,1676 Síndrome de Cronkhite-Canada,D126,
769,1678 Sindrome de Cushing,E249,
770,1679 Sindrome de Cushing dependiente de ACTH,E240,
771,encefalomiopática con aciduria metilmalonica,G713,
772,1687 Sindrome de Duane,H508,
773,1700 Síndrome de encefalopatia mioneurogastrointestinal,G713,
774,1703 Sindrome de Evans,D693,
775,1704 Síndrome de exoftalmos benigno,H052,
776,1706 Sindrome de Fanconi asociado a cadenas ligeras Ig monoclonal,E720,
777,1715 Sindrome de Frasier,N041,
778,1726 Síndrome de Goldmann-Favre,H355,
779,1728 Síndrome de Gorham Stout,M895,
780,1732 Síndrome de Guillain-Barre,G610,
781,1734 Síndrome de Hartnup,E720,
782,1738 Síndrome de Hermansky-Pudlak,E703,
783,1740 Síndrome de Hiper iqD,E850,
784,1741 Síndrome de Hiper IgM,D828,
785,1742 Síndrome de hipercoaqulabilidad por Déficit de glicosilfosfaktilinositol,E888,
786,1743 Síndrome de hiper-IqE autosómico dominante,D824,
787,1747 Síndrome de Hurler,E760,
788,1748 Síndrome de Hurler-Scheie,E760,
789,1751 Síndrome de inmunodeficiencia primaria por Déficit de p14,D828,
790,1752 Síndrome de insensibilidad a los androgenos,E345,
791,1757 Síndrome de Jahli,H355,
792,1763 Sindrome de Joubert con defecto hepalico,K740,
793,1768 Sindrome de Kallmann,E230,
794,1771 Sindrome de Kasabach-Merritt,D180,
795,1772 Sindrome de Kearns-Sayre,H498,
796,1777 Sindrome de la persona rigida,G258,
797,1779 Sindrome de la triple H (HHH),E724,
798,1780 Sindrome de Laron,E343,
799,1781 Sindrome de Laron con inmunodeficiencia,D828,
800,1788 Síndrome de Lesch-Nyhan,E791,
801,1798 Síndrome de Marden-Walker,Q870,
802,1799 Síndrome de Marfan,Q874,
803,1800 Síndrome de Marinesco-Sjogren,G111,
804,1806 Síndrome de Mazabraud,M850,
805,1810 Síndrome de meqacolon de Goldberq-Shprintzen,Q878,
806,1812 Síndrome de Michels,Q878,
807,1818 Síndrome de microdelecion 8q22.1,Q935,
808,1824 Síndrome de Mohr-Tranebjaerg,G318,
809,1828 Síndrome de Muckle-Wells,E850,
810,1830 Síndrome de Muir-Torre,L728,
811,"1836 Síndrome de Neurodeqerativo ligado al cromosoma X, de tipo Hamel",G318,
812,1841 Síndrome de Ochoa,N318,
813,1845 . Síndrome de Ondine,G473,
814,1851 Síndrome de Parsonage-Tumer,G545,
815,1853 Síndrome de Pearson,D640,
816,1854 Síndrome de Pendred,E071,
817,1857 Síndrome de Perry,G26X,
818,1861 Síndrome de PIBIDS,L678,
819,1864 Síndrome de Pierson,N048,
820,1868 Síndrome de Pollit,L678,
821,. 	1879 Síndrome de Rambaud Gallian Touchard,E788,
822,1882 Síndrome de resistencia a la hormona liberadora de tirotropina,E031,
823,1883 Síndrome de Rett,F842,
824,1884 Síndrome de Rett atipico,F842,
825,1885 Síndrome de Riddle,D828,
826,1893 Síndrome de rubeola conqenita,P350,
827,1899 Síndrome de Sanfilippo tipo A,E762,
828,1902 Síndrome de Scheie,E760,
829,1905 Síndrome de Schnitzler 	 -,L508,
830,1907 Síndrome de Schwartz-Jampel,G711,
831,1910 Síndrome de Secreción inapropiada de hormona antidiurética,E222,
832,1912 Síndrome de sensibilidad a Uy,L568,
833,1914 Síndrome de Sezary,C841,
834,1915 Síndrome de Shock estafilococico toxico,A483,
835,1917 Síndrome de Shwachman-Diamond,D610,
836,1929 Síndrome de Stern Lubinsky Durrie,H185,
837,1933 Síndrome de Stormorken Sjaastad Langslet,D698,
838,1942 Sindrome de Tome Brune Fardeau,E754,
839,1947 Sindrome de Tourette,F952,
840,1950 Síndrome de Treft Sanborn Carey,H472,
841,1953 Síndrome de Usher,H355,
842,1954 Síndrome de Usher no especificado,H355,
843,1955 Síndrome de Usher tipo 1,H355,
844,1956 Síndrome de Usher tipo 2,H355,
845,1961 Síndrome de Waardenburg (termino generico),E703,
846,1967 Síndrome de Wells,L983,
847,1968 Síndrome de Werner,E348,
848,1969 Síndrome de West,G404,
849,1970 Síndrome de WHIM,D818,
850,1972 Sindrome de Wiedemann-Rautenstrauch,E348,
851,1975 Síndrome de Wiskott-Aldrich,D820,
852,1976 Síndrome de Wolcott-Rallison,E137,
853,1978 Sindrome de Wolfram,E107,
854,1979 Síndrome de Worster-Drought,G808,
855,1982 Sindrome de Zollinger-Ellison,E164,
856,1985 Síndrome del injerto contra huésped,T860,
857,1986 Sindrome del metilmercurio fetal,T561,
858,1987 Síndrome DEND,P702,
859,1995 Síndrome GRACILE,E888,
860,1996 Síndrome H,D763,
861,1998 Síndrome hemolitico urémico atipico,D588,
862,1999 Síndrome hipereosinofilico idiopático,D475,
863,2002 Síndrome ICF,D848,
864,2003 Síndrome IRIDA,D508,
865,2004 Síndrome IRVAN,H350,
866,2009 Síndrome letal onfalocele fisura palatina _,Q878,
867,2010 Síndrome linfoproliferativo autoinmune (ALPES-SFAS),D479,
868,2011 Síndrome Maroteaux Lamy,E762,
869,2012 Sindrome MASA,G114,
870,2014 Sindrome MELAS,G713,
871,2015 Síndrome MERRF,G403,
872,2016 Síndrome miastenico de Lambert-Eaton,G731,
873,2020 Síndrome NARP,G318,
874,2021 Síndrome nefrotico idiopático sensible a esteroides,N048,
875,"2023 Sindrome neurodegenerativo ligado al cromosoma X, de tipo Bedini",G318,
876,2025 Síndrome neuroléptico maligno,G210,
877,2028 Síndrome oculo-cerebro-renal,E720,
878,2032 Síndrome oral-facial-digital,Q870,
879,2037 Síndrome oral-facial-digital tipo 5,Q870,
880,2043 Síndrome PFAPA,E850,
881,2045 Síndrome pneumo-renal de Goodpasture,M310,
882,2050 Síndrome tipo IPEX,E310,
883,2054 Síndrome triple A,E274,
884,2057 Síndrome vulvovaqinal-agival,L438,
885,2062 Síndromes miasténicos congénitos,G702,
886,2072 Siringomielia,G950,
887,2073 Sitosterolemia,E780,
888,2077 Sordera - neuropatia periférica - enfermedad arterial,G600,
889,2080 Sordera linfedema leucemia,D467,
890,2082 SPG27,G114,
891,2086 Telangiectasia epiléptica,G408,
892,2087 Tetraplejia espástica congénita,G114,
893,2088 Timoma con inmunodeficiencia (Sindrome de Good),D384,
894,2090 Tirosinemia tipo 1 í,E702,
895,2091 Tirosinemia tipo 2 	 •,E702,
896,2092 Tirosinemia transitoria 	 -,P745,
897,2093 TNF receptor asociado a fiebres periódicas TRAPS,E850,
898,2098 Traqueobroncomegalia,J980,
899,2103 Trastorno del habla y del lenguaje tipo 1,F808,
900,2104 Trastorno del metabolismo de los aminoácidos no especificado,E729,
901,2105 Trastorno del metabolismo de los carbohidratos no especificado,E749,
902,2106 Trastorno desintegrativo de la infancia,F843,
903,2107 Trastorno inmunoneurológico ligado al cromosoma X,D828,
904,2108 Trastorno neurometabólico por deficiencia de seria,E728,
905,2109 Trastornos de la oxidación de acidos grasos,E713,
906,2110 Trastornos del ciclo de la urea,E722,
907,17-beta-hidroxiesteroide deshidrogenasa,E291,
908,2113 Trastornos del metabolismo de las lipoproteínas,E789,
909,2114 Trastornos del metabolismo de las purinas,E799,
910,2115 Trastornos del metabolismo de los acidos grasos,E713,
911,2116 Trastornos hormonales no especificados,E349,
912,2117 Triada de Carney,D448,
913,2132 Tritanopia,H535,
914,"2135 Urolitiasis 2,8 dihidroxi-adenina",E798,
915,2136 Urticaria familiar por frío,L502,
916,2137 Urticaria solar .,L563,
917,2140 Variante neurológica del Síndrome de Waardenburq-Shah,E752,
918,2141 Vascuhtis,M359,
919,2142 Vasculitis leucocitoclástica hipocomplementemica,M310,
920,"2144 Xantinuria, hereditaria aislada",E798,
921,2145 Xantomatosis cerebrotendinosa,E755,
922,2149 XL-DKC,Q828,
923,2151 Deficiencia de BCL11B,D848,
924,2152 Deficiencia de GLUT1,G934,
925,2163 Deficiencia de RORc '•,D839,
926,2164 Deficiencia de TFRC,D848,
927,2165 Deficiencia específica de gránulos 2,D71X,
928,2168 Enfermedad de Menkes,E830,
929,2170 Errores congénitos de ácidos biliares primarios,K768,
930,2171 Fibrosis Retroperitoneal ldiopática,N135,
931,2172 Galactosiandosis,E771,
932,respiratorio agudo neonatal por deficiencia de SP B,P280,
933,2180 Miopatía con inclusiones reductoras,G712,
934,temprana 9,G403,
935,2183 Polimiositis,M332,
936,2184 Raquitismo Hipofosfatémico Familiar Ligado al Cromosoma X,E833,
937,2185 Retinosis Pigmentaria .,H355,
938,2190 Síndrome de Coats Plus por deficiencia de CTC1/STN1,H350,
939,2195 Síndrome MIRAGE,E271,
940,(PASH).,L988,
941,2198 Trastorno Pigmentado Reticulado ligado al Cromosoma X,E850,
942,2203 Panhipopituitarismo congénito,E230,
943,2204 Diabetes Insípida central,E232,
944,2206 Déficit de Alfa- 1 antitripsina (DAAT),E880,
945,2207 Trombopatia: enfermedad de gránulos densos,D691,
946,2208 Neoplasia endocrina múltiple tipo 1,D448,
947,2210 Síndrome de Landau-Kleffner,F803,
948,2212 Enfermedad de Kawasaki.,M303,
949,2216 Discapacidad intelectual relacionada con SYNGAP1.,F790,
950,2223 Adrenoleucodistrofia neonatal.,E713,
951,2224 Porfiria Hepática Aguda,E802,
952,2225 Deficiencia de aminoácido aromático descarboxilasa,E708,
953,2230 Leucoencefalitis esclerosante subaquda (PEES),A811,
954,2231 Coreoacantocitosis,E786,
955,2233 Colanqitis esclerosante primaria,K759,
956,2234 Micosis Funqoide,C840,
957,2235 Enfermedad relacionada con IgG4,D898,
958,2236 Amiloidosis hereditaria asociada a Transtiretina,E852,
959,2239 Ceroidolipofuscinosis Neuronal,E754,
960,2242 Trastorno del metabolismo del piruvato,E744,
961,2244 Tumor maligno neuroendocrino metastásico de origen desconocido,C759,
962,2245 Osteosarcoma,C419,
963,2246 Purpura Trombocitopénica Trombófica (P I I),D695,
964,2247 Psoriasis Pustulosa Generalizada,L401,
