ORPHA_Number,ORPHA_URL,Nombre_Orphanet,CIE10_Orphanet,Numero_Colombia,Nombre_Colombia,CIE10_Colombia,Tipo_Match,Similitud,Observaciones_Colombia
2440,https://www.orpha.net/es/disease/detail/2440,Malformación aislada de mano hendida-pie hendido,Q74.8,919,Fémur bífido ectrodactilia monodactilia,Q74.8,nombre_exacto,1.0,
716,https://www.orpha.net/es/disease/detail/716,Fenilcetonuria,"E70.0, E70.1",920,Fenilcetonuria,E70.0,nombre_exacto,1.0,
2021,https://www.orpha.net/es/disease/detail/2021,Fibrocondrogénesis,Q77.7,922,Fibrocondrogénesis,Q77.7,nombre_exacto,1.0,
338,https://www.orpha.net/es/disease/detail/338,Fibrofoliculomas múltiples familiares,,924,Fibrofoliculomas múltiples familiares,D23.9,nombre_exacto,1.0,
2028,https://www.orpha.net/es/disease/detail/2028,Fibromatosis hialina juvenil,M72.8,927,Fibromatosis hialina juvenil,M72.8,nombre_exacto,1.0,
210136,https://www.orpha.net/es/disease/detail/210136,Síndrome de fibrosis pulmonar-hiperplasia hepática-hipoplasia de médula ósea,J84.1,928,Fibrosis pulmonar - hiperplasia hepática - hipoplasia de médula ósea,XXXX,nombre_exacto,1.0,
137631,https://www.orpha.net/es/disease/detail/137631,"Síndrome de fibrosis pulmonar-inmunodeficiencia-disgenesia gonadal 46,XX",D82.8,929,Fibrosis pulmonar - inmunodeficiencia - disgenesia gonadal,D82.8,nombre_exacto,1.0,
2032,https://www.orpha.net/es/disease/detail/2032,Fibrosis pulmonar idiopática,J84.1,930,Fibrosis pulmonar idiopática,J84.1,nombre_exacto,1.0,
83313,https://www.orpha.net/es/disease/detail/83313,Fiebre botonosa,A77.1,932,Fiebre botonosa,A77.1,nombre_exacto,1.0,
342,https://www.orpha.net/es/disease/detail/342,Fiebre mediterránea familiar,E85.0,933,Fiebre mediterránea familiar,E85.0,nombre_exacto,1.0,
3099,https://www.orpha.net/es/disease/detail/3099,Fiebre reumática,"I00, I01.0, I01.1, I01.2, I01.8, I01.9",934,Fiebre reumática,I00X,nombre_exacto,1.0,
199306,https://www.orpha.net/es/disease/detail/199306,Fisura labiopalatina,"Q37.0, Q37.4, Q37.5, Q37.8, Q37.9, Q37.1, Q37.2, Q37.3",938,Fisura labiopalatina malrotación cardiopatia,Q87.8,nombre_exacto,1.0,
251290,https://www.orpha.net/es/disease/detail/251290,Foramina parietal con hipoplasia clavicular,Q74.0,944,Foramina parietal,Q75.8,nombre_exacto,1.0,
355,https://www.orpha.net/es/disease/detail/355,Enfermedad de Gaucher,E75.2,945,Forma perinatal-letal de la enfermedad de Gaucher,E75.2,nombre_exacto,1.0,
2881,https://www.orpha.net/es/disease/detail/2881,Síndrome de fotosensibilidad cutánea-colitis letal,L57.8,948,Fotosensibilidad cutánea colitis letal,L57.8,nombre_exacto,1.0,
2771,https://www.orpha.net/es/disease/detail/2771,Síndrome de Bruck,M21.8,949,Fragilidad ósea contracturas articulares,M21.8,nombre_exacto,1.0,
2056,https://www.orpha.net/es/disease/detail/2056,Fructosuria esencial,E74.1,950,Fructosuria,E74.1,nombre_exacto,1.0,
349,https://www.orpha.net/es/disease/detail/349,Fucosidosis,E77.1,951,Fucosidosis,E77.1,nombre_exacto,1.0,
2064,https://www.orpha.net/es/disease/detail/2064,Síndrome de fusión posterior de las vértebras lumbosacras-blefaroptosis,Q87.5,952,Fusión posterior de las vértebras lumbosacras - blefaroptosis,Q87.5,nombre_exacto,1.0,Código corregido de 0875 a Q875
2062,https://www.orpha.net/es/disease/detail/2062,Fusión vertebral anterior progresiva no infecciosa,Q87.8,953,Fusión vertebral anterior progresiva no infecciosa,Q87.8,nombre_exacto,1.0,
352,https://www.orpha.net/es/disease/detail/352,Galactosemia,,954,Galactosemia,E74.2,nombre_exacto,1.0,
309144,https://www.orpha.net/es/disease/detail/309144,Gangliosidosis,,955,Gangliosidosis tipo 1,E75.1,nombre_exacto,1.0,
309144,https://www.orpha.net/es/disease/detail/309144,Gangliosidosis,,956,Gangliosidosis tipo 2,E75.1,nombre_exacto,1.0,
309144,https://www.orpha.net/es/disease/detail/309144,Gangliosidosis,,957,Gangliosidosis tipo 3,E75.1,nombre_exacto,1.0,
2368,https://www.orpha.net/es/disease/detail/2368,Gastrosquisis,Q79.3,959,Gastrosquisis,Q79.3,nombre_exacto,1.0,
2078,https://www.orpha.net/es/disease/detail/2078,Gerodermia osteodisplástica,Q82.8,960,Gerodermia osteodisplástica,Q82.8,nombre_exacto,1.0,
821,https://www.orpha.net/es/disease/detail/821,Síndrome de Sotos,Q87.3,961,Gigantismo cerebral quistes maxilares,Q04.8,nombre_exacto,1.0,
2085,https://www.orpha.net/es/disease/detail/2085,Síndrome de glaucoma-apnea del sueño,H40.8,962,Glaucoma - apnea del sueño,XXXX,nombre_exacto,1.0,
364,https://www.orpha.net/es/disease/detail/364,Enfermedad de almacenamiento de glucógeno por deficiencia de glucosa-6-fosfatasa,E74.0,966,Glucogenosis tipo 1,E74.0,nombre_exacto,1.0,
365,https://www.orpha.net/es/disease/detail/365,Enfermedad de almacenamiento de glucógeno por deficiencia de maltasa ácida,E74.0,967,Glucogenosis tipo 2,E74.0,nombre_exacto,1.0,
33111,https://www.orpha.net/es/disease/detail/33111,Granuloma chalazodérmico,C84.0,968,Granuloma chalazodérmico,C84.0,nombre_exacto,1.0,
659634,https://www.orpha.net/es/disease/detail/659634,Neuritis óptica aislada recurrente,,970,Hamartomatosis quistica de pulmón y riñon,Q85.8,nombre_exacto,1.0,
2123,https://www.orpha.net/es/disease/detail/2123,Hemangiomatosis neonatal difusa,Q82.8,971,Hemangiomatosis neonatal difusa,D18.0,nombre_exacto,1.0,
157835,https://www.orpha.net/es/disease/detail/157835,Hemicrania paroxística,G44.0,973,Hemicrania paroxística,G44.8,nombre_exacto,1.0,
199306,https://www.orpha.net/es/disease/detail/199306,Fisura labiopalatina,"Q37.0, Q37.4, Q37.5, Q37.8, Q37.9, Q37.1, Q37.2, Q37.3",976,Hemimelia tibial fisura labiopalatina,Q87.8,nombre_exacto,1.0,
209978,https://www.orpha.net/es/disease/detail/209978,Hemiplejia alternante,,977,Hemiplejia alternante familiar nocturna benigna infantil,G81.9,nombre_exacto,1.0,
447,https://www.orpha.net/es/disease/detail/447,Hemoglobinuria paroxística nocturna,D59.5,979,Hemoglobinuria paroxística nocturna,D59.5,nombre_exacto,1.0,
2004,https://www.orpha.net/es/disease/detail/2004,Hendidura laringotraqueoesofágica,Q32.1,982,Hendidura laringotraqueoesofágica,Q32.1,nombre_exacto,1.0,
2137,https://www.orpha.net/es/disease/detail/2137,Hepatitis autoinmune,K75.4,983,Hepatitis crónica autoinmune,K75.4,nombre_exacto,1.0,
2140,https://www.orpha.net/es/disease/detail/2140,Hernia diafragmática congénita,Q79.0,985,Hernia diafragmática,Q79.0,nombre_exacto,1.0,Código corregido de 0790 a Q790
450,https://www.orpha.net/es/disease/detail/450,Heterotaxia,Q89.3,987,Heterotaxia,Q89.3,nombre_exacto,1.0,Código corregido de 0893 a Q893
2180,https://www.orpha.net/es/disease/detail/2180,Síndrome de hidrocefalia-displasia costoventral-anomalía de Sprengel,Q87.8,988,Hidrocefalia - displasia costoventral - anomalía de Sprengel,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
2181,https://www.orpha.net/es/disease/detail/2181,Síndrome de hidrocefalia-talla alta-hiperlaxitud,Q87.8,990,Hidrocefalia talla alta hiperlaxitud,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
391665,https://www.orpha.net/es/disease/detail/391665,Hipercolesterolemia familiar homocigota,E78.0,994,Hipercolesterolemia familiar homocigota,E78.0,nombre_exacto,1.0,
163985,https://www.orpha.net/es/disease/detail/163985,Síndrome de hiperekplexia-epilepsia,G25.8,995,Hiperekplexia - epilepsia,G25.8,nombre_exacto,1.0,
163,https://www.orpha.net/es/disease/detail/163,Síndrome de hiperferritinemia hereditaria-catarata,H26.0,998,Hiperferritinemia hereditaria con cataratas congénitas,H26.0,nombre_exacto,1.0,
343,https://www.orpha.net/es/disease/detail/343,Hiperinmunoglobulinemia D con fiebre periódica,E85.0,1000,Hiperinmunoglobulinemia D con fiebre recurrente,E85.0,nombre_exacto,1.0,
411,https://www.orpha.net/es/disease/detail/411,Hiperlipoproteinemia tipo 1,,1002,Hiperlipoproteinemia tipo 1,E78.3,nombre_exacto,1.0,
412,https://www.orpha.net/es/disease/detail/412,Disbetalipoproteinemia,E78.2,1003,Hiperlipoproteinemia tipo 3,E78.2,nombre_exacto,1.0,
416,https://www.orpha.net/es/disease/detail/416,Hiperoxaluria primaria,E74.8,1005,Hiperoxaluria,E74.8,nombre_exacto,1.0,
416,https://www.orpha.net/es/disease/detail/416,Hiperoxaluria primaria,E74.8,1006,Hiperoxaluria primaria de tipo 1,E74.8,nombre_exacto,1.0,
48372,https://www.orpha.net/es/disease/detail/48372,Hiperplasia nodular regenerativa del hígado,K76.8,1007,Hiperplasia regenerativa nodular,K76.8,nombre_exacto,1.0,
418,https://www.orpha.net/es/disease/detail/418,Hiperplasia suprarrenal congénita,E25.0,1008,Hiperplasia suprarrenal congénita,E25.0,nombre_exacto,1.0,
2202,https://www.orpha.net/es/disease/detail/2202,Síndrome de queratodermia palmoplantar-sordera,Q82.8,1011,Hiperqueratosis palmoplantar sordera,Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
33208,https://www.orpha.net/es/disease/detail/33208,Hipersomnia idiopática,G47.1,1012,Hipersomnia idiopática,F51.1,nombre_exacto,1.0,
3387,https://www.orpha.net/es/disease/detail/3387,Hipertricosis cervical anterior aislada,L68.2,1016,Hipertricosis cervical anterior aislada,L68.2,nombre_exacto,1.0,
2218,https://www.orpha.net/es/disease/detail/2218,Síndrome de hipertricosis cervical-neuropatía periférica,G60.0,1017,Hipertricosis cervical neuropatía,G60.0,nombre_exacto,1.0,
2220,https://www.orpha.net/es/disease/detail/2220,Hipertricosis cubital,Q84.2,1018,Hipertricosis cubital tafia baja,Q84.2,nombre_exacto,1.0,Código corregido de 0842 a Q842
396,https://www.orpha.net/es/disease/detail/396,Hipo crónico,G25.8,1021,Hipo crónico,G25.3,nombre_exacto,1.0,
436,https://www.orpha.net/es/disease/detail/436,Hipofosfatasia,E83.3,1023,Hipofosfatasia,E83.3,nombre_exacto,1.0,
443095,https://www.orpha.net/es/disease/detail/443095,Hipoglucemia hiperinsulinémica,,1026,Hipoglucemia hiperinsulinémica persistente de la infancia,E16.1,nombre_exacto,1.0,
174590,https://www.orpha.net/es/disease/detail/174590,Hipogonadismo hipogonadotrópico congénito,,1028,Hipogonadismo hipogonadotrópico congénito,E23.0,nombre_exacto,1.0,
199326,https://www.orpha.net/es/disease/detail/199326,"Hipomagnesemia aislada autosómica dominante, tipo Glaudemans",E83.4,1029,Hipomagnesemia aislada dominante,E83.4,nombre_exacto,1.0,
306522,https://www.orpha.net/es/disease/detail/306522,OBSOLETO: Hipomagnesemia primaria genética con normocalciuria,,1030,Hipomagnesemia con normocalciuria,E83.4,nombre_exacto,1.0,
85163,https://www.orpha.net/es/disease/detail/85163,Síndrome de hipomielinización-catarata congénita,G37.8,1031,Hipomielinización - catarata congénita,G37.8,nombre_exacto,1.0,
2237,https://www.orpha.net/es/disease/detail/2237,Síndrome de hipoparatiroidismo-sordera neurosensorial-enfermedad renal,Q87.8,1034,Hipoparatiroidismo - sordera - enfermedad renal,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
189466,https://www.orpha.net/es/disease/detail/189466,Hipoparatiroidismo aislado familiar por deficiencia de secreción de PTH,E20.8,1035,Hipoparatiroidismo familiar aislado,E20.8,nombre_exacto,1.0,
2238,https://www.orpha.net/es/disease/detail/2238,Hipoparatiroidismo aislado familiar,E20.8,1036,Hipoparatiroidismo familiar aislado debido a agenesia de la glándula paratiroidea,E20.8,nombre_exacto,1.0,
2241,https://www.orpha.net/es/disease/detail/2241,Síndrome de megavejiga-microcolon-hipoperistaltismo intestinal,Q43.8,1037,Hipoperistaltismo intestinal - microcolon - hidronefrosis,Q43.8,nombre_exacto,1.0,
2245,https://www.orpha.net/es/disease/detail/2245,OBSOLETO: Síndrome de hipopituitarismo-polidactilia postaxial,,1039,Hipopituitarismo polidactilia postaxial,Q87.8,nombre_exacto,1.0,
2092,https://www.orpha.net/es/disease/detail/2092,Hipoplasia dérmica focal,Q82.8,1041,Hipoplasia dérmica focal,Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
2253,https://www.orpha.net/es/disease/detail/2253,Síndrome de hipoplasia foveal-catarata presenil,H26.0,1042,Hipoplasia foveal catarata presenil,H26.0,nombre_exacto,1.0,
166063,https://www.orpha.net/es/disease/detail/166063,Hipoplasia pontocerebelosa tipo 4,Q04.3,1043,Hipoplasia olivopontocerebelosa letal,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
166063,https://www.orpha.net/es/disease/detail/166063,Hipoplasia pontocerebelosa tipo 4,Q04.3,1045,Hipoplasia pontocerebelosa tipo 4,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
166068,https://www.orpha.net/es/disease/detail/166068,Hipoplasia pontocerebelosa tipo 5,,1046,Hipoplasia pontocerebelosa tipo 5,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
166073,https://www.orpha.net/es/disease/detail/166073,Hipoplasia pontocerebelosa tipo 6,Q04.3,1047,Hipoplasia pontocerebelosa tipo 6,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
95720,https://www.orpha.net/es/disease/detail/95720,Hipoplasia tiroidea,E03.1,1048,Hipoplasia tiroidea,E03.1,nombre_exacto,1.0,
157788,https://www.orpha.net/es/disease/detail/157788,Síndrome de hipospadias-hipertelorismo-coloboma y sordera,,1050,Hipospadias - hipertelorismo - coloboma y sordera,Q87.0,nombre_exacto,1.0,Código corregido de 0870 a Q870
214,https://www.orpha.net/es/disease/detail/214,Cistinuria,E72.0,1052,Hipotonia - Síndrome de cistinuria,E72.0,nombre_exacto,1.0,
137908,https://www.orpha.net/es/disease/detail/137908,Hipotonia con acidemia láctica e hiperamonemia,E88.8,1053,Hipotonia con acidemia láctica e hiperamonemia,E88.8,nombre_exacto,1.0,
69735,https://www.orpha.net/es/disease/detail/69735,Síndrome de hipotricosis-linfedema-telangiectasia-defecto renal,Q82.0,1054,Hipotricosis - linfedema - telangiectasia -,XXXX,nombre_exacto,1.0,
55654,https://www.orpha.net/es/disease/detail/55654,Hipotricosis simple,L65.8,1057,Hipotricosis simple,L65.8,nombre_exacto,1.0,
2157,https://www.orpha.net/es/disease/detail/2157,Histidinemia,E70.8,1060,Histidinemia,E70.8,nombre_exacto,1.0,
158029,https://www.orpha.net/es/disease/detail/158029,OBSOLETO: Histiocitosis azul marino,,1061,Histiocitosis azul marino,D76.3,nombre_exacto,1.0,
389,https://www.orpha.net/es/disease/detail/389,Histiocitosis de células de Langerhans,"C96.0, C96.5, C96.6",1062,Histiocitosis de células de Langerhans,C96.0,nombre_exacto,1.0,
158025,https://www.orpha.net/es/disease/detail/158025,Histiocitosis progresiva mucinosa hereditaria,D76.3,1063,Histiocitosis progresiva mucinosa hereditaria,D76.3,nombre_exacto,1.0,
158014,https://www.orpha.net/es/disease/detail/158014,Enfermedad de Rosaï-Dorfman,D76.3,1064,Histiocitosis sinusal con linfadenopatía masiva,D76.3,nombre_exacto,1.0,
2162,https://www.orpha.net/es/disease/detail/2162,Holoprosencefalia,Q04.2,1065,Holoprosencefalia,Q04.2,nombre_exacto,1.0,Código corregido de 0042 a Q042
394,https://www.orpha.net/es/disease/detail/394,Homocistinuria por deficiencia de cistationina beta-sintasa,E72.1,1067,Homocistinuria clásica por Déficit de cistationina betasintasa,E72.1,nombre_exacto,1.0,
2274,https://www.orpha.net/es/disease/detail/2274,Síndrome de ictiosis-hepatoesplenomegalia-degeneración cerebelosa,Q87.8,1068,Ictiosis - hepatoesplenomegalia - Degeneración cerebelosa,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
79364,https://www.orpha.net/es/disease/detail/79364,Alopecia,,1069,Ictiosis alopecia ectropión retraso mental,Q77.6,nombre_exacto,1.0,Código corregido de 0776 a Q776
455,https://www.orpha.net/es/disease/detail/455,Ictiosis epidermolítica superficial,Q80.8,1070,Ictiosis ampollosa de Siemens,Q80.8,nombre_exacto,1.0,Código corregido de 0808 a Q808
79354,https://www.orpha.net/es/disease/detail/79354,Ictiosis,,1071,Ictiosis atresia biliar -,XXXX,nombre_exacto,1.0,
79354,https://www.orpha.net/es/disease/detail/79354,Ictiosis,,1072,Ictiosis congénita microcefalia cuadriplejia,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
79354,https://www.orpha.net/es/disease/detail/79354,Ictiosis,,1074,Ictiosis dedos fusiformes fisura labial media,XXXX,nombre_exacto,1.0,
313,https://www.orpha.net/es/disease/detail/313,Ictiosis lamelar,Q80.2,1075,Ictiosis lamelar,Q80.2,nombre_exacto,1.0,Código corregido de 0802 a Q802
461,https://www.orpha.net/es/disease/detail/461,Ictiosis recesiva ligada al cromosoma X,Q80.1,1076,Ictiosis ligada al cromosoma X,Q80.1,nombre_exacto,1.0,Código corregido de 0801 a Q801
447771,https://www.orpha.net/es/disease/detail/447771,Colangitis esclerosante,,1077,Ictiosis neonatal - colangitis esclerosante,XXXX,nombre_exacto,1.0,
79354,https://www.orpha.net/es/disease/detail/79354,Ictiosis,,1078,Ictiosis no especificada,Q80.9,nombre_exacto,1.0,Código corregido de 0809 a Q809
505227,https://www.orpha.net/es/disease/detail/505227,Inmunodeficiencia combinada grave por deficiencia de GINS1,D81.8,1084,Inmunodeficiencia con Déficit de células natural-killer,D84.8,nombre_exacto,1.0,
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,1087,Inmunodeficiencia por Déficit de quinasa-4 asociado al receptor de intedeuquina-1,D84.8,nombre_exacto,1.0,
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,1088,Inmunodeficiencia por Déficit selectivo de anticuerpos antipolisacáridos,D80.8,nombre_exacto,1.0,
101997,https://www.orpha.net/es/disease/detail/101997,Inmunodeficiencia primaria,,1090,Inmunodeficiencia primaria no especificada,D84.8,nombre_exacto,1.0,
275,https://www.orpha.net/es/disease/detail/275,Inmunodeficiencia combinada grave por deficiencia de DCLRE1C,D81.1,1091,Insensibilidad congénita al dolor,G90.8,nombre_exacto,1.0,
466,https://www.orpha.net/es/disease/detail/466,Insomnio familiar fatal,A81.8,1092,Insomnio fatal familiar,A81.8,nombre_exacto,1.0,
2299,https://www.orpha.net/es/disease/detail/2299,Interrupción del arco aótico,Q25.4,1093,Interrupción del arco aótico,Q25.4,nombre_exacto,1.0,Código corregido de 0254 a Q254
469,https://www.orpha.net/es/disease/detail/469,Intolerancia hereditaria a la fructosa,E74.1,1094,Intolerancia a la fructosa,E74.1,nombre_exacto,1.0,
37042,https://www.orpha.net/es/disease/detail/37042,Síndrome de inmunodesregulación-poliendocrinopatía-enteropatía ligada al cromosoma X,E31.0,1095,IPEX (X-LINKED),E31.0,nombre_exacto,1.0,
46059,https://www.orpha.net/es/disease/detail/46059,Latosterolosis,Q87.8,1100,Latosterolosis,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
52994,https://www.orpha.net/es/disease/detail/52994,Leiomioma orbital,D31.6,1101,Leiomioma orbital,D31.6,nombre_exacto,1.0,
2976,https://www.orpha.net/es/disease/detail/2976,Síndrome de pseudoleprechaunismo tipo Patterson,E34.8,1102,Leprechaunismo,E34.8,nombre_exacto,1.0,
68356,https://www.orpha.net/es/disease/detail/68356,Leucodistrofia,,1105,Leucodistrofia - paraplejia espástica - distonia,G11.4,nombre_exacto,1.0,
512,https://www.orpha.net/es/disease/detail/512,Leucodistrofia metacromática,E75.2,1106,Leucodistrofia metacromática,E75.2,nombre_exacto,1.0,
68356,https://www.orpha.net/es/disease/detail/68356,Leucodistrofia,,1107,leucodistrofia no especificada,E75.2,nombre_exacto,1.0,
83629,https://www.orpha.net/es/disease/detail/83629,Síndrome de leucoencefalopatía-displasia espondiloepimetafisaria,G37.8,1109,Leucoencefalopatía - condrodisplasia metafisaria,G11.4,nombre_exacto,1.0,
139444,https://www.orpha.net/es/disease/detail/139444,Leucoencefalopatía con quistes anteriores y bilaterales en el lóbulo temporal,E75.2,1113,Leucoencefalopatía con quistes anteriores y bilaterales en el lóbulo temporal,E75.2,nombre_exacto,1.0,
538,https://www.orpha.net/es/disease/detail/538,Linfangioleiomiomatosis,D48.7,1117,Linfangioleiomiomatosis,J98.4,nombre_exacto,1.0,
86914,https://www.orpha.net/es/disease/detail/86914,Síndrome de linfedema-anomalía arteriovenosa cerebral-hipertensión pulmonar primaria,Q28.3,1118,Linfedema - anomalía arteriovenosa cerebral,Q82.0,nombre_exacto,1.0,Código corregido de 0820 a Q820
2416,https://www.orpha.net/es/disease/detail/2416,Linfedema congénito primario con afectación sistémica o visceral,,1120,Linfedema congénito,Q82.0,nombre_exacto,1.0,Código corregido de 0820 a Q820
98306,https://www.orpha.net/es/disease/detail/98306,Lipodistrofia parcial familiar,,1121,Lipodistrofia familiar parcial asociada con mutaciones en PPARG,E88.1,nombre_exacto,1.0,
79084,https://www.orpha.net/es/disease/detail/79084,Lipodistrofia parcial familiar tipo Köbberling,E88.1,1123,"Lipodistrofia familiar parcial, tipo Kábberling",E88.1,nombre_exacto,1.0,
79086,https://www.orpha.net/es/disease/detail/79086,Lipodistrofia generalizada adquirida,E88.1,1124,Lipodistrofia generalizada adquirida,E88.1,nombre_exacto,1.0,
79087,https://www.orpha.net/es/disease/detail/79087,Lipodistrofia parcial adquirida,E88.1,1126,Lipodistrofia parcial adquirida,E88.1,nombre_exacto,1.0,
216,https://www.orpha.net/es/disease/detail/216,Lipofuscinosis ceroidea neuronal,E75.4,1130,Lipofuscinosis neuronal ceroidea juvenil,E75.4,nombre_exacto,1.0,
98575,https://www.orpha.net/es/disease/detail/98575,Telecanto,,1131,Lipoma nasopalpebral - coloboma - telecanto,Q10.3,nombre_exacto,1.0,Código corregido de 0103 a Q103
2396,https://www.orpha.net/es/disease/detail/2396,Lipomatosis encefalocraneocutánea,E88.2,1132,Lipomatosis encefalocraneocutánea,E88.2,nombre_exacto,1.0,
48471,https://www.orpha.net/es/disease/detail/48471,Lisencefalia,,1134,Lisencefalia debido a mutaciones en TUBA1A,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
51577,https://www.orpha.net/es/disease/detail/51577,Lisencefalia en empedrado,,1135,Lisencefalia tipo 2,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
48471,https://www.orpha.net/es/disease/detail/48471,Lisencefalia,,1136,Lisencefalia tipo III - displasia ósea metacarpiana,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
48471,https://www.orpha.net/es/disease/detail/48471,Lisencefalia,,1137,Lisencefalia tipo III - secuencia de aquinesia fetal familiar,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
2405,https://www.orpha.net/es/disease/detail/2405,Síndrome de lóbulos gruesos de las orejas-sordera conductiva,H90.0,1138,Lóbulos gruesos de las orejas - sordera conductiva,H90.0,nombre_exacto,1.0,
94061,https://www.orpha.net/es/disease/detail/94061,OBSOLETO: Síndrome de macrocefalia-deficiencia inmunitaria-anemia,,1139,Macrocefalia - deficiencia inmunitaria - anemia,XXXX,nombre_exacto,1.0,
60040,https://www.orpha.net/es/disease/detail/60040,Síndrome de megalencefalia-malformación capilar-polimicrogiria,Q87.3,1140,Macrocefalia - malformación capilar,Q87.3,nombre_exacto,1.0,Código corregido de 0873 a Q873
140957,https://www.orpha.net/es/disease/detail/140957,Macrotrombocitopenia autosómica dominante,D69.1,1145,"Macrotrombocitopenia con formación anómala de proplaquetas, autosómica dominante",D69.4,nombre_exacto,1.0,
90045,https://www.orpha.net/es/disease/detail/90045,Malabsorción hereditaria de folato,E53.8,1146,"Malabsorción de folato, hereditaria",D52.8,nombre_exacto,1.0,
35710,https://www.orpha.net/es/disease/detail/35710,Malabsorción de glucosa-galactosa,E74.3,1147,Malabsorción de glucosa-galactosa,E74.3,nombre_exacto,1.0,
1880,https://www.orpha.net/es/disease/detail/1880,Malformación de Ebstein de la válvula tricúspide,Q22.5,1150,Malformación de Ebstein,Q22.5,nombre_exacto,1.0,Código corregido de 0225 a Q225
137923,https://www.orpha.net/es/disease/detail/137923,OBSOLETO: Malformación linfática cervicofacial,,1151,Malformación linfática,D18.1,nombre_exacto,1.0,
2440,https://www.orpha.net/es/disease/detail/2440,Malformación aislada de mano hendida-pie hendido,Q74.8,1153,Mano hendida - pie hendido,Q71.6,nombre_exacto,1.0,Código corregido de 0716 a Q716
2437,https://www.orpha.net/es/disease/detail/2437,Síndrome de Czeizel-Losonci,Q87.8,1154,Mano hendida urinarias anomalías espina bífida anomalia de diafragma,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
71271,https://www.orpha.net/es/disease/detail/71271,Síndrome de mano hendida-pie hendido-sordera,Q87.2,1155,"Mano hendida, pie hendido, sordera",Q87.2,nombre_exacto,1.0,Código corregido de 0872 a Q872
98292,https://www.orpha.net/es/disease/detail/98292,Mastocitosis,,1156,Mastocitosis,Q82.2,nombre_exacto,1.0,Código corregido de 0822 a Q822
66646,https://www.orpha.net/es/disease/detail/66646,Mastocitosis cutánea,,1157,Mastocitosis cutánea,Q82.2,nombre_exacto,1.0,Código corregido de 0822 a Q822
98292,https://www.orpha.net/es/disease/detail/98292,Mastocitosis,,1158,Mastocitosis no especificada,Q82.2,nombre_exacto,1.0,Código corregido de 0822 a Q822
2467,https://www.orpha.net/es/disease/detail/2467,Mastocitosis sistémica,C96.2,1159,Mastocitosis sistémica,C96.2,nombre_exacto,1.0,
98850,https://www.orpha.net/es/disease/detail/98850,Mastocitosis sistémica agresiva,C96.2,1160,Mastocitosis sistémica agresiva,C96.2,nombre_exacto,1.0,
98848,https://www.orpha.net/es/disease/detail/98848,Mastocitosis sistémica indolente,D47.0,1161,Mastocitosis sistémica indolente,D47.0,nombre_exacto,1.0,
93109,https://www.orpha.net/es/disease/detail/93109,Megacalicosis congénita,Q63.8,1162,"Megacalicosis, congénita",Q63.8,nombre_exacto,1.0,Código corregido de 0638 a Q638
35981,https://www.orpha.net/es/disease/detail/35981,Polimicrogiria,,1163,Megalencefalia - polimicrogiria - polidactina postaxial - hidrocefalia,Q04.8,nombre_exacto,1.0,Código corregido de 0048 a Q048
2485,https://www.orpha.net/es/disease/detail/2485,Melorreostosis,M85.8,1154,Melorreostosis,Q78.2,nombre_exacto,1.0,Código corregido de 0782 a Q782
2499,https://www.orpha.net/es/disease/detail/2499,Metacondromatosis,Q78.4,1165,Metacondromatosis,Q78.4,nombre_exacto,1.0,Código corregido de 0784 a Q784
621,https://www.orpha.net/es/disease/detail/621,Metahemoglobinemia hereditaria,D74.0,1166,Metahemoglobinemia hereditaria recesiva de tipo 2,D74.0,nombre_exacto,1.0,
589,https://www.orpha.net/es/disease/detail/589,Miastenia grave,G70.0,1167,Miastenia grave,G70.0,nombre_exacto,1.0,
2511,https://www.orpha.net/es/disease/detail/2511,Síndrome de microbraquicefalia-ptosis-fisura labial,Q87.8,1168,Microbraquicefalia ptosis fisura labial,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
171703,https://www.orpha.net/es/disease/detail/171703,Síndrome de microcefalia-polimicrogiria-agenesia del cuerpo calloso,Q04.3,1171,Microcefalia - polimicrogiria- agenesia del cuerpo calloso,Q04.3,nombre_exacto,1.0,Código corregido de 0043 a Q043
